candidate_value,frequency,quality_score,proposed_labels,example_number,notice_id,opportunity_title,context_snippet
PROVISIONS,149,50,unclassified,3,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,SECTION E - SOLICITATION PROVISIONS ADDENDUM to FAR 52.212-1 INSTRUCTIONS TO OFFERORS Section E. POC | SECTION A ..........................................
PROVISIONS,149,50,unclassified,4,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,........................................................... | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATION PROVISIONS ..................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS B.1 CONTRACT ADMINIS
PROVISIONS,149,50,unclassified,5,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,........................................................... | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATION PROVISIONS ..................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS B.1 CONTRACT ADMINIS
BLOCKS,122,50,unclassified,1,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,A ............................................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES .........................................
BLOCKS,122,50,unclassified,2,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,| SECTION B - CONTINUATION OF SF 1449 BLOCKS B.1 CONTRACT ADMINISTRATION DATA 1. Section E. POC | SECTION A ........................................................
BLOCKS,122,50,unclassified,3,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,A ............................................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES .........................................
BLOCKS,122,50,unclassified,4,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,A ............................................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES .........................................
BLOCKS,122,50,unclassified,5,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,A ............................................................................... | SECTION B - CONTINUATION OF SF 1449 BLOCKS .............................................. | SECTION C - CONTRACT CLAUSES .........................................
REQUIREMENTS,116,50,unclassified,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,umentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four 
REQUIREMENTS,116,50,unclassified,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,umentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four 
REQUIREMENTS,116,50,unclassified,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,umentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four 
REQUIREMENTS,116,50,unclassified,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,umentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four 
REQUIREMENTS,116,50,unclassified,5,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,26] Part 1 General Information 1. Section 5 of this PWS. Required services include billeting tents | Section 5.13 Surge Requirements and Section 5.14 Baseline Operations. 1.4 Scope | Section 5.13 Surge Requirements and Section 5.14 Baseline Operations 
INSTRUCTIONS,105,50,unclassified,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,• Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 
INSTRUCTIONS,105,50,unclassified,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,• Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 
INSTRUCTIONS,105,50,unclassified,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,• Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 
INSTRUCTIONS,105,50,unclassified,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,• Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 
INSTRUCTIONS,105,50,unclassified,5,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""evaluation criteria"", ""evaluation factors"", ""section m""], ""proposal_instructions"": Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please c"
DWGLIST,96,50,unclassified,1,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,AC SPECIFICATION NO. SECTION COVER Page 1 THIS PAGE INTENTIONALLY LEFT BLANK SECTION COVER Page 2 Repairs BEQ | SECTION DWGLIST - SI Template Page 1 Repairs BEQ HP135 Project No. | SECTION A-201 EXTERIOR ELEVATIONS - CONSTRUCTION A-301 BUILDING SE
DWGLIST,96,50,unclassified,2,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,ICATION PREPARED BY: SECTION COVER Page 1 THIS PAGE INTENTIONALLY LEFT BLANK SECTION COVER Page 2 Repairs BEQ | SECTION DWGLIST - SI Template Page 1 Repairs BEQ HP135 Project No. | SECTION A-201 EXTERIOR ELEVATIONS - CONSTRUCTION A-301 BUILDING SE
DWGLIST,96,50,unclassified,3,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,ICATION APPROVED BY: SECTION COVER Page 1 THIS PAGE INTENTIONALLY LEFT BLANK SECTION COVER Page 2 Repairs BEQ | SECTION DWGLIST - SI Template Page 1 Repairs BEQ HP135 Project No. | SECTION A-201 EXTERIOR ELEVATIONS - CONSTRUCTION A-301 BUILDING SE
DWGLIST,96,50,unclassified,4,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,".13 20 05/17, CHG 7: SECTION COVER Page 1 THIS PAGE INTENTIONALLY LEFT BLANK SECTION COVER Page 2 Repairs BEQ | SECTION DWGLIST - SI Template Page 1 Repairs BEQ HP135 Project No. | SECTION A-201 EXTERIOR ELEVATIONS - CONSTRUCTION A-301 BUILDING SE"
DWGLIST,96,50,unclassified,5,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,".13 20 05/17, CHG 7: SECTION COVER Page 1 THIS PAGE INTENTIONALLY LEFT BLANK SECTION COVER Page 2 Repairs BEQ | SECTION DWGLIST - SI Template Page 1 Repairs BEQ HP135 Project No. | SECTION A-201 EXTERIOR ELEVATIONS - CONSTRUCTION A-301 BUILDING SE"
DOCUMENTS,95,50,unclassified,1,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATION PROVISIONS ..................................................... | SECTION B - CONTINUATION 
DOCUMENTS,95,50,unclassified,2,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATION PROVISIONS ..................................................... | SECTION B - CONTINUATION 
DOCUMENTS,95,50,unclassified,3,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATION PROVISIONS ..................................................... | SECTION B - CONTINUATION 
DOCUMENTS,95,50,unclassified,4,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATION PROVISIONS ..................................................... | SECTION B - CONTINUATION 
DOCUMENTS,95,50,unclassified,5,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,.... | SECTION C - CONTRACT CLAUSES ............................................................ | SECTION D - CONTRACT DOCUMENTS | SECTION E - SOLICITATION PROVISIONS ..................................................... | SECTION B - CONTINUATION 
MECHANICAL,83,50,unclassified,1,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,SUBTITLE CHEMICAL & MECHANICAL CERTIFICATION A002 CERTIFICATION DATA / REPORT 4.AUTHORITY 5.CONTRACT REFERENCE 6. SECTION C. 2 CODE 245 7.DD 250 REQ 9
MECHANICAL,83,50,unclassified,2,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,SUBTITLE CHEMICAL & MECHANICAL CERTIFICATION A002 CERTIFICATION DATA / REPORT 4.AUTHORITY 5.CONTRACT REFERENCE 6. SECTION C. 2 CODE 245 7.DD 250 REQ 9
MECHANICAL,83,50,unclassified,3,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,IGN Page 10 STRUCTURAL BASIS OF DESIGN Page 12 FIRE PROTECTION BASIS OF DESIGN Page 14 PLUMBING BASIS OF DESIGN Page 14 MECHANICAL BASIS OF DESIGN Page 17 ELECTRICAL BASIS OF DESIGN Page 19 TELECOMMUNICATIONS BASIS OF DESIGN Page 21 INTERIOR BASIS OF
MECHANICAL,83,50,unclassified,4,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,epairs BEQ HP135 Project No. | SECTION DWGLIST - SI Template Page 3 Repairs BEQ HP135 Project No. | SECTION VIEWS M-302 MECHANICAL SECTION VIEWS M-303 MECHANICAL SECTION VIEWS M-304 MECHANI | SECTION VIEWS M-501 MECHANICAL DETAILS M-502 MECHANICAL DE
MECHANICAL,83,50,unclassified,5,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,epairs BEQ HP135 Project No. | SECTION DWGLIST - SI Template Page 3 Repairs BEQ HP135 Project No. | SECTION VIEWS M-302 MECHANICAL SECTION VIEWS M-303 MECHANICAL SECTION VIEWS M-304 MECHANI | SECTION VIEWS M-501 MECHANICAL DETAILS M-502 MECHANICAL DE
SERVICES,79,50,unclassified,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,posal 10 Pages II Technical Proposal 80 Pages II | Section 508 Accessibility Conformance Report | Section B-Supplies or Services and Price | Section and refer to the Section | section or Page number. Questions | section with minimal risk. The Gover
SERVICES,79,50,unclassified,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,posal 10 Pages II Technical Proposal 80 Pages II | Section 508 Accessibility Conformance Report | Section B-Supplies or Services and Price | Section and refer to the Section | section or Page number. Questions | section with minimal risk. The Gover
SERVICES,79,50,unclassified,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,posal 10 Pages II Technical Proposal 80 Pages II | Section 508 Accessibility Conformance Report | Section B-Supplies or Services and Price | Section and refer to the Section | section or Page number. Questions | section with minimal risk. The Gover
SERVICES,79,50,unclassified,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,Section B-Supplies or Services and Price Section II | Section III | Section IV | Section V | section 743 of Division E | Section 1634 of Pub. L. 115-9
SERVICES,79,50,unclassified,5,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,posal 10 Pages II Technical Proposal 80 Pages II | Section 508 Accessibility Conformance Report | Section B-Supplies or Services and Price | Section and refer to the Section | section or Page number. Questions | section with minimal risk. The Gover
ATTACHMENTS,77,50,unclassified,1,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,..... | SECTION I - CONTRACT CLAUSES ............................................................ | SECTION J - LIST OF ATTACHMENTS ......................................................... | SECTION K - REPRESENTATIONS | SECTION L - INSTRUCTIONS | SE
ATTACHMENTS,77,50,unclassified,2,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,..... | SECTION I - CONTRACT CLAUSES ............................................................ | SECTION J - LIST OF ATTACHMENTS ......................................................... | SECTION K - REPRESENTATIONS | SECTION L - INSTRUCTIONS | SE
ATTACHMENTS,77,50,unclassified,3,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,..... | SECTION I - CONTRACT CLAUSES ............................................................ | SECTION J - LIST OF ATTACHMENTS ......................................................... | SECTION K - REPRESENTATIONS | SECTION L - INSTRUCTIONS | SE
ATTACHMENTS,77,50,unclassified,4,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,..... | SECTION I - CONTRACT CLAUSES ............................................................ | SECTION J - LIST OF ATTACHMENTS ......................................................... | SECTION K - REPRESENTATIONS | SECTION L - INSTRUCTIONS | SE
ATTACHMENTS,77,50,unclassified,5,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,..... | SECTION I - CONTRACT CLAUSES ............................................................ | SECTION J - LIST OF ATTACHMENTS ......................................................... | SECTION K - REPRESENTATIONS | SECTION L - INSTRUCTIONS | SE
GENERAL,76,50,unclassified,1,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,PERFORMANCE WORK STATEMENT (PWS) Version 1 October 2023 [Cristóbal Colón – Base Life Support] [20 June 2026] Part 1 General Information 1. Section 5 of this PWS. Required services include billeting tents | Section 5.13 Surge Requirements and S
GENERAL,76,50,unclassified,2,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,Cemetery Administration (NCA) Black Hills National Cemetery (BHNC) STATEMENT OF NEED Requirement of Aggregate Materials GENERAL INFORMATION Title of Project: 
GENERAL,76,50,unclassified,3,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,"tion FY26 Shrine Project Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation Shrine Project SOW General Information The Department of Veterans Affairs, National Cemetery Administration honors veterans with a final resting p"
GENERAL,76,50,unclassified,4,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,This performance work statement describes the objectives for Cape Canaveral National Cemetery General Scope of Work Cape Canaveral National Cemetery needs the removal of the existing in place Celebration Bermuda and repla
GENERAL,76,50,unclassified,5,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,"In the case of a contract for general construction, the contractor will not pay more than 85% of the amount paid by the government to it to firms that are no"
VIEWS,64,50,unclassified,1,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services","(PWS) Fort Bragg, North Carolina 01 May 2026 Version: Section II of the Cardstock and Consumables Order Form. The APO reviews cardstock discrep | Section 1 | Section 3 | Section 4a | Section 7 | section as needed. 5.7.2 The Contractor shall perf"
VIEWS,64,50,unclassified,2,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services","mance work statement"", ""pws""], ""evaluation_criteria"": Section II of the Cardstock and Consumables Order Form. The APO reviews cardstock discrep | Section 1 | Section 3 | Section 4a | Section 7 | section as needed. 5.7.2 The Contractor shall perf"
VIEWS,64,50,unclassified,3,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services","[""lpta"", ""best value""], ""pricing_schedule"": Section II of the Cardstock and Consumables Order Form. The APO reviews cardstock discrep | Section 1 | Section 3 | Section 4a | Section 7 | section as needed. 5.7.2 The Contractor shall perf"
VIEWS,64,50,unclassified,4,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services","[""lpta"", ""best value""], ""pricing_schedule"": Section II of the Cardstock and Consumables Order Form. The APO reviews cardstock discrep | Section 1 | Section 3 | Section 4a | Section 7 | section as needed. 5.7.2 The Contractor shall perf"
VIEWS,64,50,unclassified,5,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",", ""pricing"", ""firm fixed price""], ""past_performance"": Section II of the Cardstock and Consumables Order Form. The APO reviews cardstock discrep | Section 1 | Section 3 | Section 4a | Section 7 | section as needed. 5.7.2 The Contractor shall perf"
SPECIAL,62,50,unclassified,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,", for verification of this past performance evaluation, please indicate another POC for the contacting officer/contract specialist to contact. "
SPECIAL,62,50,unclassified,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,", for verification of this past performance evaluation, please indicate another POC for the contacting officer/contract specialist to contact. "
SPECIAL,62,50,unclassified,3,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,............. | SECTION G - CONTRACT ADMINISTRATION DATA ................................................ | SECTION H - SPECIAL CONTRACT REQUIREMENTS................................................ | SECTION I - CONTRACT CLAUSES ..................
SPECIAL,62,50,unclassified,4,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,............. | SECTION G - CONTRACT ADMINISTRATION DATA ................................................ | SECTION H - SPECIAL CONTRACT REQUIREMENTS................................................ | SECTION I - CONTRACT CLAUSES ..................
SPECIAL,62,50,unclassified,5,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,............. | SECTION G - CONTRACT ADMINISTRATION DATA ................................................ | SECTION H - SPECIAL CONTRACT REQUIREMENTS................................................ | SECTION I - CONTRACT CLAUSES ..................
FACTORS,62,50,unclassified,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"I, II, III, IV, V). Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and format of det"
FACTORS,62,50,unclassified,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"I, II, III, IV, V). Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and format of det"
FACTORS,62,50,unclassified,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization, for the confusion. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and format of det
FACTORS,62,50,unclassified,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,n the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and format of det
FACTORS,62,50,unclassified,5,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,n the solicitation. Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only four evaluation factors. Please confirm whether Volume V is e | Section 2 | Section L | Section 2.4. Please clarify the level and format of det
SUPPLIES,61,50,unclassified,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,strative Proposal 10 Pages II Technical Proposal 80 Pages II | Section 508 Accessibility Conformance Report | Section B-Supplies or Services and Price | Section and refer to the Section | section or Page number. Questions | section with minimal ris
SUPPLIES,61,50,unclassified,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,strative Proposal 10 Pages II Technical Proposal 80 Pages II | Section 508 Accessibility Conformance Report | Section B-Supplies or Services and Price | Section and refer to the Section | section or Page number. Questions | section with minimal ris
SUPPLIES,61,50,unclassified,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,strative Proposal 10 Pages II Technical Proposal 80 Pages II | Section 508 Accessibility Conformance Report | Section B-Supplies or Services and Price | Section and refer to the Section | section or Page number. Questions | section with minimal ris
SUPPLIES,61,50,unclassified,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,Section B-Supplies or Services and Price Section II | Section III | Section IV | Section V | section 743 of Division E | Section 1634 of P
SUPPLIES,61,50,unclassified,5,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,strative Proposal 10 Pages II Technical Proposal 80 Pages II | Section 508 Accessibility Conformance Report | Section B-Supplies or Services and Price | Section and refer to the Section | section or Page number. Questions | section with minimal ris
OFFERORS,56,50,unclassified,1,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,I – Technical Proposal • Volume III – Past Performance • Volume IV – Price Proposal • Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provid
OFFERORS,56,50,unclassified,2,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,I – Technical Proposal • Volume III – Past Performance • Volume IV – Price Proposal • Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provid
OFFERORS,56,50,unclassified,3,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,I – Technical Proposal • Volume III – Past Performance • Volume IV – Price Proposal • Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provid
OFFERORS,56,50,unclassified,4,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,I – Technical Proposal • Volume III – Past Performance • Volume IV – Price Proposal • Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provid
OFFERORS,56,50,unclassified,5,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,"[""instructions to offerors"", ""section l""], ""pricing_schedule"": Section 1 | Section L 2.a states four | Section L 2.a | Section 52.212-2 lists only"
TERMS,55,50,unclassified,1,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,"personal services contract under which the personnel rendering the service(s) are not subject, either by the contract's terms or by the manner of its administration, to the supervision and control usually prevailing in relationships between the "
TERMS,55,50,unclassified,2,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,ed that any Quote | section of this combined synopsis solicitation | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT TERMS AND CONDITIONS | section 1822 of Pub. L. 118-31 | section 3 of the Communications Act of 1934 | section 1758 of the Exp
TERMS,55,50,unclassified,3,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,ed that any Quote | section of this combined synopsis solicitation | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT TERMS AND CONDITIONS | section 1822 of Pub. L. 118-31 | section 3 of the Communications Act of 1934 | section 1758 of the Exp
TERMS,55,50,unclassified,4,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,ed that any Quote | section of this combined synopsis solicitation | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT TERMS AND CONDITIONS | section 1822 of Pub. L. 118-31 | section 3 of the Communications Act of 1934 | section 1758 of the Exp
TERMS,55,50,unclassified,5,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,ed that any Quote | section of this combined synopsis solicitation | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT TERMS AND CONDITIONS | section 1822 of Pub. L. 118-31 | section 3 of the Communications Act of 1934 | section 1758 of the Exp
CONDITIONS,55,50,unclassified,1,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,y Quote | section of this combined synopsis solicitation | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT TERMS AND CONDITIONS | section 1822 of Pub. L. 118-31 | section 3 of the Communications Act of 1934 | section 1758 of the Export Control Ref
CONDITIONS,55,50,unclassified,2,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,y Quote | section of this combined synopsis solicitation | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT TERMS AND CONDITIONS | section 1822 of Pub. L. 118-31 | section 3 of the Communications Act of 1934 | section 1758 of the Export Control Ref
CONDITIONS,55,50,unclassified,3,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,y Quote | section of this combined synopsis solicitation | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT TERMS AND CONDITIONS | section 1822 of Pub. L. 118-31 | section 3 of the Communications Act of 1934 | section 1758 of the Export Control Ref
CONDITIONS,55,50,unclassified,4,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,y Quote | section of this combined synopsis solicitation | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT TERMS AND CONDITIONS | section 1822 of Pub. L. 118-31 | section 3 of the Communications Act of 1934 | section 1758 of the Export Control Ref
CONDITIONS,55,50,unclassified,5,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,y Quote | section of this combined synopsis solicitation | SECTION C - CONTRACT CLAUSES C.1 52.212-4 CONTRACT TERMS AND CONDITIONS | section 1822 of Pub. L. 118-31 | section 3 of the Communications Act of 1934 | section 1758 of the Export Control Ref
DETAILS,48,50,unclassified,1,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,Manager and/or the POSHO when needed. SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details | SECTION II Emergency procedures | section can be written in Spanish. The contractor has to detail the procedures he w
DETAILS,48,50,unclassified,2,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates, by the Ministry of Labor as follows: SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details | SECTION II Emergency procedures | section can be written in Spanish. The contractor has to detail the procedures he w
DETAILS,48,50,unclassified,3,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates," RIESGOS PROJECT {""pricing_schedule"": SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details | SECTION II Emergency procedures | section can be written in Spanish. The contractor has to detail the procedures he w"
DETAILS,48,50,unclassified,4,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"[""resume""], ""certifications"": SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details | SECTION II Emergency procedures | section can be written in Spanish. The contractor has to detail the procedures he w"
DETAILS,48,50,unclassified,5,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"[""resume""], ""certifications"": SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details | SECTION II Emergency procedures | section can be written in Spanish. The contractor has to detail the procedures he w"
