named_requirement_id,taxonomy_id,family,category,canonical_name,matched_term,requirement_id,notice_id,opportunity_title,source_file,confidence
NREQ-000637,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000551,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.75
NREQ-000638,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000551,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.75
NREQ-000639,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000552,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.75
NREQ-000640,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000552,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.75
NREQ-000641,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000552,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.75
NREQ-000642,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000552,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.75
NREQ-000643,TAX-000009,certification,cybersecurity,CMMC,cmmc,REQ-000553,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.65
NREQ-000644,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000553,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.65
NREQ-000645,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000553,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.65
NREQ-000646,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000553,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.65
NREQ-000647,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000554,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.7
NREQ-000648,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000554,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.7
NREQ-000649,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000554,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.7
NREQ-000650,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000555,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.7
NREQ-000651,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000555,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.7
NREQ-000652,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000555,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_5.bin,0.7
NREQ-000653,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000556,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000654,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000556,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000655,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000556,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000656,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000557,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000657,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000557,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000658,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000557,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000659,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000557,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000660,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000558,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000661,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000558,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000662,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000558,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000663,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000558,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000664,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000559,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000665,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000559,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000666,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000559,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000667,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000559,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.85
NREQ-000668,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000560,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000669,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000560,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000670,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000560,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000671,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000561,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000672,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000561,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000673,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000561,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000674,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000562,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.8
NREQ-000675,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000562,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.8
NREQ-000676,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000562,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.8
NREQ-000677,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000563,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000678,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000563,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000679,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000563,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000680,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000564,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000681,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000564,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000682,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000564,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000683,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000565,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000684,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000565,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000685,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000565,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000686,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000565,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000687,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000566,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000688,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000566,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000689,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000566,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000690,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000566,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000691,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000567,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000692,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000567,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000693,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000567,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000694,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000567,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.75
NREQ-000695,TAX-000009,certification,cybersecurity,CMMC,cmmc,REQ-000568,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.65
NREQ-000696,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000568,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.65
NREQ-000697,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000568,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.65
NREQ-000698,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000568,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.65
NREQ-000699,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000569,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000700,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000569,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000701,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000569,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000702,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000570,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000703,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000570,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000704,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000570,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_6.bin,0.7
NREQ-000705,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000571,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000706,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000571,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000707,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000571,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000708,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000572,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000709,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000572,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000710,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000572,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000711,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000572,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000712,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000573,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000713,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000573,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000714,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000573,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000715,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000573,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000716,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000574,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000717,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000574,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000718,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000574,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000719,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000574,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.85
NREQ-000720,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000575,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000721,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000575,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000722,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000575,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000723,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000576,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000724,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000576,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000725,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000576,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000726,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000577,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.8
NREQ-000727,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000577,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.8
NREQ-000728,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000577,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.8
NREQ-000729,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000578,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000730,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000578,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000731,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000578,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000732,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000579,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000733,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000579,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000734,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000579,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000735,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000580,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000736,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000580,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000737,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000580,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000738,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000580,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000739,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000581,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000740,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000581,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000741,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000581,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000742,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000581,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000743,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000582,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000744,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000582,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000745,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000582,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000746,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000582,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.75
NREQ-000747,TAX-000009,certification,cybersecurity,CMMC,cmmc,REQ-000583,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.65
NREQ-000748,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000583,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.65
NREQ-000749,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000583,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.65
NREQ-000750,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000583,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.65
NREQ-000751,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000584,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000752,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000584,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
NREQ-000753,TAX-000088,compliance_clause,regulatory,DFARS,dfars,REQ-000584,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,0.7
