canonical_requirement_id,structured_requirement_id,notice_id,opportunity_title,source_file,requirement_type,named_value,actor,action,artifact_type,artifact,quantity,condition,mandatory_flag,business_value,source_statement,confidence
CREQ-000146,SREQ-000285,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_9.bin,clearance_requirement,,,,security_or_clearance,cui,,,unknown,high,MBH THOUSAND BRITISH THERMAL ROUND RETURN OR AAV AUTOMATIC AIR VENT UNITS PER HOUR ROUND SUPPLY EXHAUST BALL VALVE AC AIR CONDITIONING MCA MINIMUM CIRCUIT AMPS 2.,0.55
CREQ-000147,SREQ-000286,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,proposal_requirement,Price proposal,offeror,submit,proposal_volume,price proposal,,,unknown,medium,"PR481393 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",0.9
CREQ-000148,SREQ-000287,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,review_required,,,award,,,,,unknown,review,"An award will be made based on the lowest priced, technically acceptable proposal.",0.6
CREQ-000149,SREQ-000288,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,pricing_requirement,Firm Fixed Price,,,pricing,firm fixed price,,,unknown,medium,Firm Fixed Price Small Business Set-Aside:,0.5
CREQ-000150,SREQ-000289,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,review_required,,,,proposal_volume,quote,,,unknown,review,ORNL is reques*ng a quote for the same or domes*c equivalent of an EcoStruxure Panel Server Advanced (EnerlinX Series).,0.55
CREQ-000151,SREQ-000290,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,review_required,,,provide,,,,,unknown,review,Please provide the following documents in response to this proposal:,0.6
CREQ-000152,SREQ-000291,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,pricing_requirement,firm fixed price,,,proposal_volume,quote,,,unknown,medium,A firm fixed price quote with your proposed delivery schedule.,0.55
CREQ-000153,SREQ-000292,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,review_required,,,provide,,,,,unknown,review,Provide a completed and signed copy of the following aNached documents:,0.6
CREQ-000154,SREQ-000294,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,review_required,,offeror,,proposal_volume,offer,,,unknown,review,REPRESENTATIONS AND CERTIFICATIONS - ABBREVIATED Offeror (legal business name):,0.7
CREQ-000155,SREQ-000295,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,review_required,,,maintain,,,,,yes,review,You are required to register in SAM (System for Award Management) and to maintain your registration annually.,0.7
CREQ-000156,SREQ-000296,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,review_required,,,provide,,,,"If the items are Trigger List items, provide the following information",unknown,review,"If the items are Trigger List items, provide the following information:",0.6
CREQ-000157,SREQ-000297,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_1.bin,review_required,,contractor,submit,,,,,optional_or_conditional,review,Tony Benson tony.d.benson.civ@us.navy.mil ONLY THE FOLLOWING LIST OF CONTRACTORS MAY SUBMIT A PROPOSAL FOR THIS PROJECT:,0.85
CREQ-000158,SREQ-000299,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_2.bin,deliverable_requirement,Report,,,deliverable_or_plan,report,,,unknown,medium,"Report Cover Page AE Design Repair G702 and HP135 Geotechnical Engineering Report MCAS New River & MCB Camp Lejeune, North Carolina November 25, 2025",0.55
CREQ-000159,SREQ-000300,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_2.bin,deliverable_requirement,Report,,,deliverable_or_plan,report,,,unknown,medium,"317-C Pollock Street New Bern, North Carolina 25860 Geotechnical Engineering Report AE Design Repair G702 and HP135",0.55
CREQ-000160,SREQ-000301,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_4.bin,staffing_requirement,Program Manager,program manager,,staffing_or_personnel,program manager,,,unknown,high,Refer to survey findings for additional information or contact the Asbestos Program Manager.,0.7
CREQ-000161,SREQ-000302,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_5.bin,review_required,,,comply,,,,"within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design Point of",unknown,review,"Finish Boards within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design Point of Contact List A&E Architect Base Architectural Supervisor John Schmied, AIA, LEED AP BD+C Cathy Martin MBF Architects Architectural Design Branch/Public 317-C Pollock Street Works Division New Bern, NC 28560 1005 Michael Road (252) 637-6373 Camp Lejeune, North Carolina schmied@mbfarchitects.com 28547 (910) 451-0394 catherine.martin@usmc.mil A&E Interior Designer Jamie Kissel, NCIDQ, CID Within Interior Design 1008 Granby Street Norfolk, VA 23510 (757) 224-0489 jkissel@withindesigns.com within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design SID Narrative INTERIOR DESIGN CRITERIA Interior Design work will comply with the latest edition of the following codes and standards:",0.6
CREQ-000162,SREQ-000303,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_7.bin,review_required,,,provide,,,,,unknown,review,Provide this information for each Real Property Facility listed on the DD Form 1354 in a format that allows easy data entry into the real property system.,0.6
CREQ-000163,SREQ-000304,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,review_required,,,,certification_or_standard,nist,,,unknown,review,"02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, CHG 7:",0.55
CREQ-000164,SREQ-000305,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,deliverable_requirement,REPORT,,register,deliverable_or_plan,report,,,unknown,medium,"08/20 SMALL PROJECT CONSTRUCTION PROGRESS SCHEDULES 01 33 00 04/22 SUBMITTAL PROCEDURES SUBMITTAL REGISTER 01 33 29 02/21 SUSTAINABILITY REQUIREMENTS AND REPORTING 01 35 26 11/20, CHG 3:",0.75
CREQ-000165,SREQ-000306,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,review_required,,,provide,,,,,unknown,review,"ECS Southeast, LLC (ECS) is pleased to provide MBF Architects PA with the results of the above referenced Asbestos and Lead-Paint Survey performed for the Repair BEQ HP135 project located at Marine Corps Base Camp Lejeune in Jacksonville, North Carolina.",0.6
CREQ-000166,SREQ-000307,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,deliverable_requirement,report,,,deliverable_or_plan,report,,,unknown,medium,"This report summarizes our observations, analytical results, findings, and recommendations related to the work performed.",0.55
CREQ-000167,SREQ-000308,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,deliverable_requirement,report,,,deliverable_or_plan,report,,,unknown,medium,The workdescribedinthisreportwasperformedbyECSingeneralaccordancewiththeScopeofServices described in ECS Proposal Number 49:50782P and the terms and conditions of the agreement authorizing those services.,0.55
CREQ-000168,SREQ-000309,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,review_required,,,provide,,,,,unknown,review,ECS appreciates this opportunity to provide MBF Architects PA with our services.,0.6
CREQ-000169,SREQ-000310,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,staffing_requirement,Project Manager,project manager,,staffing_or_personnel,project manager,,,unknown,high,"Dawson Jenny Clark, REM Environmental Project Manager Associate Environmental Principal bdawson@ecslimited.com jclark@ecslimited.com 910-686-9114 404-640-9257 6714 Netherlands Drive, Wilmington, North Carolina 28405 • T:910-686-9114",0.7
CREQ-000170,SREQ-000314,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,review_required,,,,certification_or_standard,nist,,,unknown,review,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
CREQ-000171,SREQ-000315,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,deliverable_requirement,Report,,support,certification_or_standard,nist,,,yes,medium,"Washington Counties of King and Snohomish ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.36 01012 - Accounting Clerk II 25.09 01013 - Accounting Clerk III 28.07 01020 - Administrative Assistant 39.00 01035 - Court Reporter 30.10 01041 - Customer Service Representative I 20.05 01042 - Customer Service Representative II 21.88 01043 - Customer Service Representative III 24.56 01051 - Data Entry Operator I 20.28 01052 - Data Entry Operator II 22.13 01060 - Dispatcher, Motor Vehicle 28.38 01070 - Document Preparation Clerk 21.80 01090 - Duplicating Machine Operator 21.80 01111 - General Clerk I 21.05 01112 - General Clerk II 22.98 01113 - General Clerk III 25.79 01120 - Housing Referr",0.85
CREQ-000172,SREQ-000316,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,review_required,,,,certification_or_standard,nist,,,unknown,review,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
CREQ-000173,SREQ-000317,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,deliverable_requirement,Report,,support,certification_or_standard,nist,,,yes,medium,"California Counties of Riverside and San Bernardino ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",0.85
CREQ-000174,SREQ-000318,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,review_required,,,,certification_or_standard,nist,,,unknown,review,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
CREQ-000175,SREQ-000319,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,deliverable_requirement,Report,,support,certification_or_standard,nist,,,yes,medium,"Illinois Counties of Cook, Du Page and McHenry ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.30 01012 - Accounting Clerk II 21.66 01013 - Accounting Clerk III 24.23 01020 - Administrative Assistant 37.66 01035 - Court Reporter 33.31 01041 - Customer Service Representative I 17.99 01042 - Customer Service Representative II 19.63 01043 - Customer Service Representative III 22.03 01051 - Data Entry Operator I 18.06 01052 - Data Entry Operator II 19.71 01060 - Dispatcher, Motor Vehicle 29.26 01070 - Document Preparation Clerk 21.29 01090 - Duplicating Machine Operator 21.29 01111 - General Clerk I 17.84 01112 - General Clerk II 19.47 01113 - General Clerk III 21.85 01120 - Housing Ref",0.85
CREQ-000176,SREQ-000320,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,review_required,,,,certification_or_standard,nist,,,unknown,review,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
CREQ-000177,SREQ-000321,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,deliverable_requirement,Report,,support,certification_or_standard,nist,,,yes,medium,"Colorado Counties of Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson and Park ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.19 01012 - Accounting Clerk II 24.91 01013 - Accounting Clerk III 27.86 01020 - Administrative Assistant 31.69 01035 - Court Reporter 36.35 01041 - Customer Service Representative I 18.56 01042 - Customer Service Representative II 20.26 01043 - Customer Service Representative III 22.74 01051 - Data Entry Operator I 21.42 01052 - Data Entry Operator II 23.38 01060 - Dispatcher, Motor Vehicle 25.29 01070 - Document Preparation Clerk 22.38 01090 - Duplicating Machine Operator 22.38 01111 - General Clerk I 22.31 01112 - Genera",0.85
CREQ-000178,SREQ-000322,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_7.bin,review_required,,,,certification_or_standard,nist,,,unknown,review,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
CREQ-000179,SREQ-000323,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_7.bin,deliverable_requirement,Report,,support,certification_or_standard,nist,,,yes,medium,"California Counties of Riverside and San Bernardino ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",0.85
CREQ-000180,SREQ-000324,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_8.bin,review_required,,,,certification_or_standard,nist,,,unknown,review,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
CREQ-000181,SREQ-000326,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,proposal_requirement,Price proposal,offeror,submit,proposal_volume,price proposal,,,unknown,medium,"PR480603 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",0.9
CREQ-000182,SREQ-000327,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,review_required,,,award,,,,,unknown,review,"An award will be made based on the lowest priced, technically acceptable proposal.",0.6
CREQ-000183,SREQ-000328,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,pricing_requirement,Firm Fixed Price,,,pricing,firm fixed price,,,unknown,medium,Firm Fixed Price Small Business Set-Aside:,0.5
CREQ-000184,SREQ-000329,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,review_required,,,,proposal_volume,quote,,,unknown,review,ORNL is reques*ng a quote for the same or domes*c equivalent of an EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway).,0.55
CREQ-000185,SREQ-000330,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,review_required,,,provide,,,,,unknown,review,Please provide the following documents in response to this proposal:,0.6
CREQ-000186,SREQ-000331,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,pricing_requirement,firm fixed price,,,proposal_volume,quote,,,unknown,medium,A firm fixed price quote with your proposed delivery schedule.,0.55
CREQ-000187,SREQ-000332,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,review_required,,,provide,,,,,unknown,review,Provide a completed and signed copy of the following aPached documents:,0.6
CREQ-000188,SREQ-000333,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_4.bin,review_required,,offeror,,proposal_volume,offer,,,unknown,review,REPRESENTATIONS AND CERTIFICATIONS - ABBREVIATED Offeror (legal business name):,0.7
CREQ-000189,SREQ-000334,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_4.bin,review_required,,,maintain,,,,,yes,review,You are required to register in SAM (System for Award Management) and to maintain your registration annually.,0.7
CREQ-000190,SREQ-000335,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_4.bin,review_required,,,provide,,,,"If the items are Trigger List items, provide the following information",unknown,review,"If the items are Trigger List items, provide the following information:",0.6
CREQ-000191,SREQ-000344,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,review_required,,,provide,,,,"If yes, could you please provide us with their award number or even if the customer bought similar services in the past Res",unknown,review,"If yes, could you please provide us with their award number or even if the customer bought similar services in the past Response:",0.6
CREQ-000192,SREQ-000345,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,review_required,,,award,,,,,unknown,review,Is a site visit mandatory or a requirement for proposal submission or award consideration.,0.6
CREQ-000193,SREQ-000346,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,review_required,,,award,,,,,optional_or_conditional,review,"No, attendance at the site visit is optional and is not a requirement for proposal submission or award consideration.",0.7
CREQ-000194,SREQ-000347,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,review_required,,offeror,submit,proposal_volume,offer,,in accordance with the terms and conditions of the solicitation,optional_or_conditional,review,Offerors who did not attend the site visit may still submit a quotation and will be considered for award in accordance with the terms and conditions of the solicitation.,0.95
CREQ-000195,SREQ-000348,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,operational_requirement,,government,provide,,,,,yes,medium,Can the government provide a detailed breakdown of the $500.00 per month listed as payment for all required utilities.,0.85
CREQ-000196,SREQ-000349,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,review_required,,,include,,,,,unknown,review,J of the Performance Work Statement for the temporary utility services at the site and the requirement to include internet service and payment of bill.,0.6
CREQ-000197,SREQ-000351,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_3.bin,review_required,,quoter,,proposal_volume,quote,,unless otherwise indicated by quoter,unknown,review,Supplies are of domestic origin unless otherwise indicated by quoter.,0.7
CREQ-000198,SREQ-000352,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_5.bin,staffing_requirement,Key Personnel,key personnel,,staffing_or_personnel,key personnel,,,unknown,high,Key Personnel ...................................................................................................................................,0.7
CREQ-000199,SREQ-000353,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_5.bin,pricing_requirement,Pricing Schedule,,,pricing,pricing schedule,,,unknown,medium,Pricing Schedule ...............................................................................................................................,0.55
CREQ-000200,SREQ-000354,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_6.bin,review_required,,,,certification_or_standard,nist,,,unknown,review,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
CREQ-000201,SREQ-000355,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_6.bin,deliverable_requirement,Report,,support,certification_or_standard,nist,,,yes,medium,"Georgia Counties of Barrow, Bartow, Butts, Carroll, Cherokee, Clayton, Cobb, Coweta, Dawson, Douglas, Fayette, Forsyth, Fulton, Gwinnett, Haralson, Henry, Morgan, Newton, Paulding, Pickens, Rockdale, Spalding and Walton ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.11 01012 - Accounting Clerk II 21.45 01013 - Accounting Clerk III 23.99 01020 - Administrative Assistant 35.34 01035 - Court Reporter 32.33 01041 - Customer Service Representative I 16.61 01042 - Customer Service Representative II 18.13 01043 - Customer Service Representative III 20.35 01051 - Data Entry Operator I 17.87 01052 - Data Entry Operator II 19.50 01060 - Dispatcher, Motor Vehicle 23.38 01070 - Document Preparation Clerk 18.35 01090 -",0.85
