requirement_object_id,object_type,object_text,mandatory_flag,source_requirement_id,notice_id,opportunity_title,source_file,source_category,source_confidence,object_confidence
ROBJ-000327,certification_requirement,"cmmc"", ""iso""], ""security"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Se",unknown,REQ-000583,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,certification,0.65,0.85
ROBJ-000328,clearance_requirement,"top secret"", ""classified"", ""background check""], ""justification"": Section L | SECTION DESCR",unknown,REQ-000584,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,security,0.7,0.85
ROBJ-000329,clearance_requirement,"secret"", ""top secret"", ""classified"", ""background check""], ""justification"": Section L |",unknown,REQ-000584,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,security,0.7,0.85
ROBJ-000330,procurement_form_or_artifact,"drawings"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. The maximum total c",unknown,REQ-000585,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_9.bin,certification,0.7,0.75
ROBJ-000331,procurement_form_or_artifact,"Attachment 0002 Scorecard Section L – Instructions to Offerors • L.2.3.3 QP Submission Vacancy Rate, Time to Fill Rate, Schedule and Co",unknown,REQ-000586,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_10.bin,proposal_instruction,0.75,0.75
ROBJ-000332,procurement_form_or_artifact,Attachment 0002 Scorecard Section L | Attachment 0002,unknown,REQ-000586,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_10.bin,proposal_instruction,0.75,0.75
ROBJ-000333,evaluation_factor,Evaluation Factors • M.2 Evaluation Approach: Section L | Section M | Attachment 0002 Scorecard Section L | Attachment 0002,unknown,REQ-000588,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_10.bin,evaluation,0.8,0.75
ROBJ-000334,procurement_form_or_artifact,Attachment 0002 • Commercial Sector Vendor Scorecard Amendment 0004: Section L | Section M | Attachment 0002 Scorecard Section L | Atta,unknown,REQ-000589,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_10.bin,amendment,0.65,0.75
ROBJ-000335,procurement_form_or_artifact,Attachment 0002 Scorecard Section L Section L | Section M | Attachment 0002 Scorecard Section L | Attachment 0002,unknown,REQ-000591,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_10.bin,proposal_instruction,0.7,0.75
ROBJ-000336,evaluation_factor,"evaluation factors"", ""section m""], ""proposal_instructions"": Section L | Section M | Attachment 0002 Scorecard Section L | Attachment 0002",unknown,REQ-000592,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_10.bin,evaluation,0.8,0.75
ROBJ-000337,evaluation_factor,PRICE,unknown,REQ-000595,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,evaluation,0.85,0.55
ROBJ-000338,procurement_form_or_artifact,"SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS",unknown,REQ-000595,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,evaluation,0.85,0.65
ROBJ-000339,evaluation_factor,"evaluation factors"", ""basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies",unknown,REQ-000600,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,evaluation,0.8,0.75
ROBJ-000340,evaluation_factor,"basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Secti",unknown,REQ-000600,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,evaluation,0.8,0.75
ROBJ-000341,pricing_requirement,"firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. T",unknown,REQ-000603,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,certification,0.75,0.75
ROBJ-000342,pricing_requirement,"clin"", ""pricing"", ""firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supp",unknown,REQ-000603,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,certification,0.75,0.75
ROBJ-000343,certification_requirement,"cmmc"", ""iso""], ""security"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Se",unknown,REQ-000606,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,certification,0.65,0.85
ROBJ-000344,clearance_requirement,"top secret"", ""classified"", ""background check""], ""justification"": Section L | SECTION DESCR",unknown,REQ-000607,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,security,0.7,0.85
ROBJ-000345,clearance_requirement,"secret"", ""top secret"", ""classified"", ""background check""], ""justification"": Section L |",unknown,REQ-000607,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,security,0.7,0.85
ROBJ-000346,procurement_form_or_artifact,"drawings"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. The maximum total c",unknown,REQ-000608,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_14.bin,certification,0.7,0.75
ROBJ-000347,evaluation_factor,PRICE,unknown,REQ-000610,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,evaluation,0.85,0.55
ROBJ-000348,procurement_form_or_artifact,"SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS",unknown,REQ-000610,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,evaluation,0.85,0.65
ROBJ-000349,evaluation_factor,"evaluation factors"", ""basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies",unknown,REQ-000615,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,evaluation,0.8,0.75
ROBJ-000350,evaluation_factor,"basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Secti",unknown,REQ-000615,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,evaluation,0.8,0.75
ROBJ-000351,pricing_requirement,"firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. T",unknown,REQ-000618,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,certification,0.75,0.75
ROBJ-000352,pricing_requirement,"clin"", ""pricing"", ""firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supp",unknown,REQ-000618,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,certification,0.75,0.75
ROBJ-000353,certification_requirement,"cmmc"", ""iso""], ""security"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Se",unknown,REQ-000621,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,certification,0.65,0.85
ROBJ-000354,clearance_requirement,"top secret"", ""classified"", ""background check""], ""justification"": Section L | SECTION DESCR",unknown,REQ-000622,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,security,0.7,0.85
ROBJ-000355,clearance_requirement,"secret"", ""top secret"", ""classified"", ""background check""], ""justification"": Section L |",unknown,REQ-000622,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,security,0.7,0.85
ROBJ-000356,procurement_form_or_artifact,"drawings"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. The maximum total c",unknown,REQ-000623,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_15.bin,certification,0.7,0.75
ROBJ-000357,evaluation_factor,PRICE,unknown,REQ-000625,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,evaluation,0.85,0.55
ROBJ-000358,procurement_form_or_artifact,"SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS",unknown,REQ-000625,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,evaluation,0.85,0.65
ROBJ-000359,evaluation_factor,"evaluation factors"", ""basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies",unknown,REQ-000630,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,evaluation,0.8,0.75
ROBJ-000360,evaluation_factor,"basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Secti",unknown,REQ-000630,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,evaluation,0.8,0.75
ROBJ-000361,pricing_requirement,"firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. T",unknown,REQ-000633,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,certification,0.75,0.75
ROBJ-000362,pricing_requirement,"clin"", ""pricing"", ""firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supp",unknown,REQ-000633,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,certification,0.75,0.75
ROBJ-000363,certification_requirement,"cmmc"", ""iso""], ""security"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Se",unknown,REQ-000636,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,certification,0.65,0.85
ROBJ-000364,clearance_requirement,"top secret"", ""classified"", ""background check""], ""justification"": Section L | SECTION DESCR",unknown,REQ-000637,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,security,0.7,0.85
ROBJ-000365,clearance_requirement,"secret"", ""top secret"", ""classified"", ""background check""], ""justification"": Section L |",unknown,REQ-000637,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,security,0.7,0.85
ROBJ-000366,procurement_form_or_artifact,"drawings"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. The maximum total c",unknown,REQ-000638,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_17.bin,certification,0.7,0.75
ROBJ-000367,clearance_requirement,"CUI {""proposal_instructions"": Section L.1 Paragraph 2 in order to be accepted as a",unknown,REQ-000642,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_18.bin,security,0.7,0.85
ROBJ-000368,procurement_form_or_artifact,Attachment 0001 Amendment 02 Prime Company Name: Attachment 0001 Amendment 02 Prime Company Name,unknown,REQ-000644,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_19.bin,amendment,0.65,0.65
ROBJ-000369,procurement_form_or_artifact,Attachment 0001 Amendment 02 Prime Company Name,unknown,REQ-000645,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_19.bin,certification,0.7,0.65
ROBJ-000370,procurement_form_or_artifact,"Attachment 0001 Amendment 02 Prime Company Name {""certifications"": Attachment 0001 Amendment 02 Prime Company Name",unknown,REQ-000646,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_19.bin,certification,0.65,0.65
ROBJ-000371,evaluation_factor,PRICE,unknown,REQ-000650,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,evaluation,0.85,0.55
ROBJ-000372,procurement_form_or_artifact,"SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS",unknown,REQ-000650,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,evaluation,0.85,0.65
ROBJ-000373,evaluation_factor,"evaluation factors"", ""basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies",unknown,REQ-000655,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,evaluation,0.8,0.75
ROBJ-000374,evaluation_factor,"basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Secti",unknown,REQ-000655,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,evaluation,0.8,0.75
ROBJ-000375,pricing_requirement,"firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. T",unknown,REQ-000658,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,certification,0.75,0.75
ROBJ-000376,pricing_requirement,"clin"", ""pricing"", ""firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supp",unknown,REQ-000658,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,certification,0.75,0.75
ROBJ-000377,certification_requirement,"cmmc"", ""iso""], ""security"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Se",unknown,REQ-000661,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,certification,0.65,0.85
ROBJ-000378,clearance_requirement,"top secret"", ""classified"", ""background check""], ""justification"": Section L | SECTION DESCR",unknown,REQ-000662,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,security,0.7,0.85
ROBJ-000379,clearance_requirement,"secret"", ""top secret"", ""classified"", ""background check""], ""justification"": Section L |",unknown,REQ-000662,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,security,0.7,0.85
ROBJ-000380,procurement_form_or_artifact,"drawings"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. The maximum total c",unknown,REQ-000663,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,certification,0.7,0.75
ROBJ-000381,evaluation_factor,PRICE,unknown,REQ-000665,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,evaluation,0.85,0.55
ROBJ-000382,procurement_form_or_artifact,"SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS",unknown,REQ-000665,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,evaluation,0.85,0.65
ROBJ-000383,evaluation_factor,"evaluation factors"", ""basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies",unknown,REQ-000670,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,evaluation,0.8,0.75
ROBJ-000384,evaluation_factor,"basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Secti",unknown,REQ-000670,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,evaluation,0.8,0.75
ROBJ-000385,pricing_requirement,"firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. T",unknown,REQ-000673,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,certification,0.75,0.75
ROBJ-000386,pricing_requirement,"clin"", ""pricing"", ""firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supp",unknown,REQ-000673,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,certification,0.75,0.75
ROBJ-000387,certification_requirement,"cmmc"", ""iso""], ""security"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Se",unknown,REQ-000676,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,certification,0.65,0.85
ROBJ-000388,clearance_requirement,"top secret"", ""classified"", ""background check""], ""justification"": Section L | SECTION DESCR",unknown,REQ-000677,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,security,0.7,0.85
ROBJ-000389,clearance_requirement,"secret"", ""top secret"", ""classified"", ""background check""], ""justification"": Section L |",unknown,REQ-000677,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,security,0.7,0.85
ROBJ-000390,procurement_form_or_artifact,"drawings"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. The maximum total c",unknown,REQ-000678,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,certification,0.7,0.75
ROBJ-000391,evaluation_factor,PRICE,unknown,REQ-000680,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,evaluation,0.85,0.55
ROBJ-000392,procurement_form_or_artifact,"SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS",unknown,REQ-000680,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,evaluation,0.85,0.65
ROBJ-000393,evaluation_factor,"evaluation factors"", ""basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies",unknown,REQ-000685,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,evaluation,0.8,0.75
ROBJ-000394,evaluation_factor,"basis for award""], ""proposal_instructions"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Secti",unknown,REQ-000685,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,evaluation,0.8,0.75
ROBJ-000395,pricing_requirement,"firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. T",unknown,REQ-000688,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,certification,0.75,0.75
ROBJ-000396,pricing_requirement,"clin"", ""pricing"", ""firm fixed price""], ""certifications"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supp",unknown,REQ-000688,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,certification,0.75,0.75
ROBJ-000397,certification_requirement,"cmmc"", ""iso""], ""security"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Se",unknown,REQ-000691,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,certification,0.65,0.85
ROBJ-000398,clearance_requirement,"top secret"", ""classified"", ""background check""], ""justification"": Section L | SECTION DESCR",unknown,REQ-000692,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,security,0.7,0.85
ROBJ-000399,clearance_requirement,"secret"", ""top secret"", ""classified"", ""background check""], ""justification"": Section L |",unknown,REQ-000692,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,security,0.7,0.85
ROBJ-000400,procurement_form_or_artifact,"drawings"": Section L | SECTION DESCRIPTION PAGE | Section I | Section B - Supplies or Services | Section C. The maximum total c",unknown,REQ-000693,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,certification,0.7,0.75
ROBJ-000401,pricing_requirement,"clin""], ""past_performance"": section is fully incorporated herein. D. Business Associate agrees to make uses | Section 1. VI.",unknown,REQ-000697,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,pricing,0.65,0.65
ROBJ-000402,pricing_requirement,"clin"", ""pricing""], ""past_performance"": Section Page 1.0 General 2-4 2.0 Definitions 4-6 3.0 Government Furnished Information",unknown,REQ-000705,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,pricing,0.65,0.65
ROBJ-000403,evaluation_factor,past performance,unknown,REQ-000706,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,evaluation,0.75,0.55
ROBJ-000404,experience_requirement,"past performance""], ""staffing"": Section Page 1.0 General 2-4 2.0 Definitions 4-6 3.0 Government Furnished Information | section 5.0 | Se",unknown,REQ-000706,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,evaluation,0.75,0.65
ROBJ-000405,staffing_requirement,"key personnel"", ""staffing""], ""certifications"": Section Page 1.0 General 2-4 2.0 Definitions 4-6 3.0 Government Furnished Information",unknown,REQ-000709,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,certification,0.65,0.65
ROBJ-000406,pricing_requirement,CLIN NO. Section 6 Contractor Qualification Requirements | Section 6 | section 19.105 | Part 12. This announcement constitut,unknown,REQ-000712,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,pricing,0.65,0.65
ROBJ-000407,evaluation_factor,Price,unknown,REQ-000713,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,evaluation,0.8,0.55
ROBJ-000408,pricing_requirement,Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs. Section 6 Contractor Qualification Requirements | Section 6 |,unknown,REQ-000713,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,evaluation,0.8,0.65
ROBJ-000409,evaluation_factor,"evaluation factors""], ""proposal_instructions"": Section 6 Contractor Qualification Requirements | Section 6 | section 19.105 | Part 12. Thi",unknown,REQ-000718,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,evaluation,0.8,0.65
ROBJ-000410,pricing_requirement,"unit price"", ""total price"", ""clin"", ""pricing""], ""past_performance"": Section 6 Contractor Qualification Requirements | Section 6 |",unknown,REQ-000721,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,evaluation,0.75,0.65
ROBJ-000411,pricing_requirement,"clin"", ""pricing""], ""past_performance"": Section 6 Contractor Qualification Requirements | Section 6 | section 19.105 | Part 1",unknown,REQ-000721,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,evaluation,0.75,0.65
