alias_id,candidate_alias,suggested_family,frequency,confidence,review_status,created_at
SA-000700,invitation for bid,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000701,can provide the,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000702,if the contractor,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000703,they are,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000704,result in,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000705,for the following,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000706,the vendor,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000707,the cemetery,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000708,total price,Commercial,3,0.59,pending,2026-06-27 13:28:41
SA-000709,located at,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000710,performance questionnaire,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000711,telephone number,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000712,completed by,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000713,description of,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000714,past performance questionnaire,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000715,by the contractor,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000716,headstones and,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000717,service and,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000718,performance of this,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000719,the contractor must,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000720,services 18434,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000721,road triangle,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000722,place of,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000723,services 18434 joplin,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000724,joplin road triangle,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000725,road triangle va,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000726,place of performance,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000727,services 18434 joplin road,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000728,18434 joplin road triangle,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000729,joplin road triangle va,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000730,road triangle va 22172,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000731,for commercial,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000732,prepared in,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000733,statement of work,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000734,is a combined,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000735,solicitation for commercial,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000736,prepared in accordance,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000737,6 as supplemented,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000738,this is a combined,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000739,is a combined synopsis,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000740,prepared in accordance with,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000741,12 6 as supplemented,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000742,6 as supplemented with,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000743,is responsible,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000744,food and,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000745,and drug,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000746,drug administration,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000747,food and drug,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000748,and drug administration,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000749,food and drug administration,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000750,a solicitation,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000751,a proposal,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000752,submit a proposal,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000753,responses to,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000754,responses to this,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000755,is issuing,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000756,information rfi,Legal and Compliance,3,0.59,pending,2026-06-27 13:28:41
SA-000757,market research,Legal and Compliance,3,0.59,pending,2026-06-27 13:28:41
SA-000758,this request for,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000759,for information rfi,Legal and Compliance,3,0.59,pending,2026-06-27 13:28:41
SA-000760,request for information rfi,Legal and Compliance,3,0.59,pending,2026-06-27 13:28:41
SA-000761,quote rfq,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000762,response to this,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000763,in response to this,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000764,supplies or services,Commercial,3,0.59,pending,2026-06-27 13:28:41
SA-000765,or services and,Commercial,3,0.59,pending,2026-06-27 13:28:41
SA-000766,sealed bid,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000767,negotiated rfp,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000768,sealed bid ifb,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000769,contracting services,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000770,described in,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000771,performance of the,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000772,of the work,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000773,performance of the work,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000774,that the,Legal and Compliance,3,0.59,pending,2026-06-27 13:28:41
SA-000775,wage rate,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000776,may submit,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000777,the national,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000778,safety and,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000779,osha standards,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000780,safe work,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000781,safety and health,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000782,the requirements,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000783,shrine project,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000784,be required,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000785,government provide,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000786,injection system,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000787,the government provide,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000788,can the government provide,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000789,all offerors,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000790,you must,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000791,as follows,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000792,the case,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000793,contract for,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000794,contractor will,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000795,more than,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000796,in the case,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000797,the case of,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000798,the contractor will,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000799,in the case of,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000800,the extent,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000801,to the extent,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000802,services for,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000803,defined in,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000804,as defined in,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000805,to include,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000806,for the same,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000807,schedule and,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000808,the quote,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000809,under this,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000810,agreement shall,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000811,could you,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000812,you please,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000813,could you please,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000814,the lockers,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000815,federal law,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000816,specifications and,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000817,shall not be,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000818,point of,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000819,of contact,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000820,point of contact,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000821,request for proposal,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000822,summary of,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000823,in order,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000824,https chess,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000825,chess army,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000826,mil proposal,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000827,proposal default,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000828,default index,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000829,once you,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000830,there is,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000831,https chess army,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000832,chess army mil,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000833,army mil proposal,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000834,mil proposal default,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000835,proposal default index,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000836,https chess army mil,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000837,chess army mil proposal,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000838,army mil proposal default,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000839,mil proposal default index,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000840,the address,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000841,your company,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000842,submission page,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000843,cover letter,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000844,proposing as,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000845,agreement with,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000846,proposing as a,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000847,definition of,Supplier Qualification,3,0.59,pending,2026-06-27 13:28:41
SA-000848,the indian,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000849,45 c f r,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000850,shall mean,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000851,quantity unit price,Commercial,3,0.59,pending,2026-06-27 13:28:41
SA-000852,the project,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000853,related to,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000854,of labor,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000855,the embassy,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000856,attachment c,Commercial,3,0.59,pending,2026-06-27 13:28:41
SA-000857,12 section,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000858,solicitation provisions,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000859,dosar provisions,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000860,provisions not,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000861,section 1 the,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000862,part 12 section,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000863,and dosar provisions,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000864,dosar provisions not,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000865,provisions not prescribed,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000866,in part 12 section,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000867,far and dosar provisions,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000868,and dosar provisions not,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000869,dosar provisions not prescribed,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000870,provisions not prescribed in,Evaluation,3,0.59,pending,2026-06-27 13:28:41
SA-000871,embassy mexico,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000872,you to submit,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000873,you to submit a,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000874,completed and,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000875,pricing clins,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000876,please provide the,Administrative,3,0.59,pending,2026-06-27 13:28:41
SA-000877,format in far,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000878,the format in far,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000879,a small business,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000880,general requirements,Commercial,3,0.59,pending,2026-06-27 13:28:41
SA-000881,this information,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000882,oak ridge,Proposal,3,0.59,pending,2026-06-27 13:28:41
SA-000883,business set,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000884,small business set,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000885,business set aside,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000886,small business set aside,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000887,the version,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000888,version or,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000889,terms and,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000890,the version or,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000891,version or date,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000892,or date of,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000893,the version or date,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000894,version or date of,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000895,the parties,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000896,basis of,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000897,of design,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000898,basis of design,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000899,hp135 beq,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000900,beq renovation,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000901,renovation cl,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000902,cl marine,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000903,nc structural,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000904,design package,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000905,hp135 beq renovation,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000906,beq renovation cl,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000907,renovation cl marine,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000908,cl marine corps,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000909,lejeune nc structural,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000910,nc structural interior,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000911,interior design package,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000912,hp135 beq renovation cl,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000913,beq renovation cl marine,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000914,renovation cl marine corps,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000915,cl marine corps base,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000916,base camp lejeune nc,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000917,camp lejeune nc structural,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000918,lejeune nc structural interior,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000919,nc structural interior design,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000920,structural interior design package,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000921,real property,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000922,clerk 21,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000923,operator 21,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000924,01112 general,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000925,01113 general,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000926,clerk i 22,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000927,preparation clerk 21,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000928,machine operator 21,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000929,01112 general clerk,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000930,general clerk ii,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000931,01113 general clerk,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000932,general clerk iii,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000933,document preparation clerk 21,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000934,duplicating machine operator 21,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000935,01112 general clerk ii,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000936,01113 general clerk iii,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000937,clerk i 19,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000938,accounting clerk i 19,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000939,site visit,Unclassified,3,0.59,pending,2026-06-27 13:28:41
SA-000940,the site,Unclassified,3,0.59,pending,2026-06-27 13:28:41
