discovery_id,candidate_pattern,frequency,status,created_at
SD-011298,contractor expected to,1,review,2026-06-27 13:28:41
SD-011299,expected to purchase,1,review,2026-06-27 13:28:41
SD-011300,to purchase new,1,review,2026-06-27 13:28:41
SD-011301,purchase new software,1,review,2026-06-27 13:28:41
SD-011302,new software licenses,1,review,2026-06-27 13:28:41
SD-011303,software licenses within,1,review,2026-06-27 13:28:41
SD-011304,licenses within the,1,review,2026-06-27 13:28:41
SD-011305,within the fixed,1,review,2026-06-27 13:28:41
SD-011306,the fixed price,1,review,2026-06-27 13:28:41
SD-011307,fixed price base,1,review,2026-06-27 13:28:41
SD-011308,price base rate,1,review,2026-06-27 13:28:41
SD-011309,base rate or,1,review,2026-06-27 13:28:41
SD-011310,rate or will,1,review,2026-06-27 13:28:41
SD-011311,or will the,1,review,2026-06-27 13:28:41
SD-011312,will the embassy,1,review,2026-06-27 13:28:41
SD-011313,the embassy provide,1,review,2026-06-27 13:28:41
SD-011314,embassy provide existing,1,review,2026-06-27 13:28:41
SD-011315,provide existing proprietary,1,review,2026-06-27 13:28:41
SD-011316,existing proprietary software,1,review,2026-06-27 13:28:41
SD-011317,proprietary software tools,1,review,2026-06-27 13:28:41
SD-011318,software tools to,1,review,2026-06-27 13:28:41
SD-011319,tools to our,1,review,2026-06-27 13:28:41
SD-011320,to our technicians,1,review,2026-06-27 13:28:41
SD-011321,our technicians on,1,review,2026-06-27 13:28:41
SD-011322,technicians on site,1,review,2026-06-27 13:28:41
SD-011323,is the contractor expected,1,review,2026-06-27 13:28:41
SD-011324,the contractor expected to,1,review,2026-06-27 13:28:41
SD-011325,contractor expected to purchase,1,review,2026-06-27 13:28:41
SD-011326,expected to purchase new,1,review,2026-06-27 13:28:41
SD-011327,to purchase new software,1,review,2026-06-27 13:28:41
SD-011328,purchase new software licenses,1,review,2026-06-27 13:28:41
SD-011329,new software licenses within,1,review,2026-06-27 13:28:41
SD-011330,software licenses within the,1,review,2026-06-27 13:28:41
SD-011331,licenses within the fixed,1,review,2026-06-27 13:28:41
SD-011332,within the fixed price,1,review,2026-06-27 13:28:41
SD-011333,the fixed price base,1,review,2026-06-27 13:28:41
SD-011334,fixed price base rate,1,review,2026-06-27 13:28:41
SD-011335,price base rate or,1,review,2026-06-27 13:28:41
SD-011336,base rate or will,1,review,2026-06-27 13:28:41
SD-011337,rate or will the,1,review,2026-06-27 13:28:41
SD-011338,or will the embassy,1,review,2026-06-27 13:28:41
SD-011339,will the embassy provide,1,review,2026-06-27 13:28:41
SD-011340,the embassy provide existing,1,review,2026-06-27 13:28:41
SD-011341,embassy provide existing proprietary,1,review,2026-06-27 13:28:41
SD-011342,provide existing proprietary software,1,review,2026-06-27 13:28:41
SD-011343,existing proprietary software tools,1,review,2026-06-27 13:28:41
SD-011344,proprietary software tools to,1,review,2026-06-27 13:28:41
SD-011345,software tools to our,1,review,2026-06-27 13:28:41
SD-011346,tools to our technicians,1,review,2026-06-27 13:28:41
SD-011347,to our technicians on,1,review,2026-06-27 13:28:41
SD-011348,our technicians on site,1,review,2026-06-27 13:28:41
SD-011349,schedule sf,1,review,2026-06-27 13:28:41
SD-011350,sheet block,1,review,2026-06-27 13:28:41
SD-011351,services block,1,review,2026-06-27 13:28:41
SD-011352,price attachment,1,review,2026-06-27 13:28:41
SD-011353,attachment a,1,review,2026-06-27 13:28:41
SD-011354,work attachment,1,review,2026-06-27 13:28:41
SD-011355,b equipment,1,review,2026-06-27 13:28:41
SD-011356,equipment list,1,review,2026-06-27 13:28:41
SD-011357,list attachment,1,review,2026-06-27 13:28:41
SD-011358,bavak test,1,review,2026-06-27 13:28:41
SD-011359,test protocol,1,review,2026-06-27 13:28:41
SD-011360,protocol specific,1,review,2026-06-27 13:28:41
SD-011361,bavak speed,1,review,2026-06-27 13:28:41
SD-011362,speed gate,1,review,2026-06-27 13:28:41
SD-011363,gate attachment,1,review,2026-06-27 13:28:41
SD-011364,attachment d,1,review,2026-06-27 13:28:41
SD-011365,d inspection,1,review,2026-06-27 13:28:41
SD-011366,inspection report,1,review,2026-06-27 13:28:41
SD-011367,report specific,1,review,2026-06-27 13:28:41
SD-011368,bavak speedgate,1,review,2026-06-27 13:28:41
SD-011369,speedgate attachment,1,review,2026-06-27 13:28:41
SD-011370,e payment,1,review,2026-06-27 13:28:41
SD-011371,form pesos,1,review,2026-06-27 13:28:41
SD-011372,pesos attachment,1,review,2026-06-27 13:28:41
SD-011373,attachment f,1,review,2026-06-27 13:28:41
SD-011374,f payment,1,review,2026-06-27 13:28:41
SD-011375,states attachment,1,review,2026-06-27 13:28:41
SD-011376,attachment g,1,review,2026-06-27 13:28:41
SD-011377,mexico attachment,1,review,2026-06-27 13:28:41
SD-011378,h vendor,1,review,2026-06-27 13:28:41
SD-011379,attachment i,1,review,2026-06-27 13:28:41
SD-011380,plan section,1,review,2026-06-27 13:28:41
SD-011381,section 2,1,review,2026-06-27 13:28:41
SD-011382,2 contract,1,review,2026-06-27 13:28:41
SD-011383,clauses contract,1,review,2026-06-27 13:28:41
SD-011384,clauses addendum,1,review,2026-06-27 13:28:41
SD-011385,clauses far,1,review,2026-06-27 13:28:41
SD-011386,dosar clauses,1,review,2026-06-27 13:28:41
SD-011387,clauses not,1,review,2026-06-27 13:28:41
SD-011388,3 solicitation,1,review,2026-06-27 13:28:41
SD-011389,provisions solicitation,1,review,2026-06-27 13:28:41
SD-011390,provisions addendum,1,review,2026-06-27 13:28:41
SD-011391,provisions far,1,review,2026-06-27 13:28:41
SD-011392,section 4,1,review,2026-06-27 13:28:41
SD-011393,4 evaluation,1,review,2026-06-27 13:28:41
SD-011394,factors evaluation,1,review,2026-06-27 13:28:41
SD-011395,factors addendum,1,review,2026-06-27 13:28:41
SD-011396,factors far,1,review,2026-06-27 13:28:41
SD-011397,certifications addendum,1,review,2026-06-27 13:28:41
SD-011398,to offeror,1,review,2026-06-27 13:28:41
SD-011399,offeror representations,1,review,2026-06-27 13:28:41
SD-011400,certifications far,1,review,2026-06-27 13:28:41
SD-011401,acquisitions section,1,review,2026-06-27 13:28:41
SD-011402,schedule continuation,1,review,2026-06-27 13:28:41
SD-011403,continuation to,1,review,2026-06-27 13:28:41
SD-011404,1449 rfq,1,review,2026-06-27 13:28:41
SD-011405,rfq number,1,review,2026-06-27 13:28:41
SD-011406,number 19mx5326q0043,1,review,2026-06-27 13:28:41
SD-011407,19mx5326q0043 block,1,review,2026-06-27 13:28:41
SD-011408,services 1,1,review,2026-06-27 13:28:41
SD-011409,1 description,1,review,2026-06-27 13:28:41
SD-011410,description the,1,review,2026-06-27 13:28:41
SD-011411,contents section 1,1,review,2026-06-27 13:28:41
SD-011412,the schedule sf,1,review,2026-06-27 13:28:41
SD-011413,schedule sf 1449,1,review,2026-06-27 13:28:41
SD-011414,cover sheet block,1,review,2026-06-27 13:28:41
SD-011415,sheet block 20,1,review,2026-06-27 13:28:41
SD-011416,supplies services block,1,review,2026-06-27 13:28:41
SD-011417,services block 23,1,review,2026-06-27 13:28:41
SD-011418,unit price attachment,1,review,2026-06-27 13:28:41
SD-011419,price attachment a,1,review,2026-06-27 13:28:41
SD-011420,attachment a statement,1,review,2026-06-27 13:28:41
SD-011421,of work attachment,1,review,2026-06-27 13:28:41
SD-011422,work attachment b,1,review,2026-06-27 13:28:41
SD-011423,attachment b equipment,1,review,2026-06-27 13:28:41
SD-011424,b equipment list,1,review,2026-06-27 13:28:41
SD-011425,equipment list attachment,1,review,2026-06-27 13:28:41
SD-011426,list attachment c,1,review,2026-06-27 13:28:41
SD-011427,attachment c bavak,1,review,2026-06-27 13:28:41
SD-011428,c bavak test,1,review,2026-06-27 13:28:41
SD-011429,bavak test protocol,1,review,2026-06-27 13:28:41
SD-011430,test protocol specific,1,review,2026-06-27 13:28:41
SD-011431,protocol specific to,1,review,2026-06-27 13:28:41
SD-011432,to bavak speed,1,review,2026-06-27 13:28:41
SD-011433,bavak speed gate,1,review,2026-06-27 13:28:41
SD-011434,speed gate attachment,1,review,2026-06-27 13:28:41
SD-011435,gate attachment d,1,review,2026-06-27 13:28:41
SD-011436,attachment d inspection,1,review,2026-06-27 13:28:41
SD-011437,d inspection report,1,review,2026-06-27 13:28:41
SD-011438,inspection report specific,1,review,2026-06-27 13:28:41
SD-011439,report specific to,1,review,2026-06-27 13:28:41
SD-011440,to bavak speedgate,1,review,2026-06-27 13:28:41
SD-011441,bavak speedgate attachment,1,review,2026-06-27 13:28:41
SD-011442,speedgate attachment e,1,review,2026-06-27 13:28:41
SD-011443,attachment e payment,1,review,2026-06-27 13:28:41
SD-011444,e payment registration,1,review,2026-06-27 13:28:41
SD-011445,registration form pesos,1,review,2026-06-27 13:28:41
SD-011446,form pesos attachment,1,review,2026-06-27 13:28:41
SD-011447,pesos attachment f,1,review,2026-06-27 13:28:41
SD-011448,attachment f payment,1,review,2026-06-27 13:28:41
SD-011449,f payment registration,1,review,2026-06-27 13:28:41
SD-011450,bank in the,1,review,2026-06-27 13:28:41
SD-011451,in the united,1,review,2026-06-27 13:28:41
SD-011452,united states attachment,1,review,2026-06-27 13:28:41
SD-011453,states attachment g,1,review,2026-06-27 13:28:41
SD-011454,attachment g payment,1,review,2026-06-27 13:28:41
SD-011455,bank in mexico,1,review,2026-06-27 13:28:41
SD-011456,in mexico attachment,1,review,2026-06-27 13:28:41
SD-011457,mexico attachment h,1,review,2026-06-27 13:28:41
SD-011458,attachment h vendor,1,review,2026-06-27 13:28:41
SD-011459,h vendor portal,1,review,2026-06-27 13:28:41
SD-011460,registration attachment i,1,review,2026-06-27 13:28:41
SD-011461,attachment i safety,1,review,2026-06-27 13:28:41
SD-011462,i safety plan,1,review,2026-06-27 13:28:41
SD-011463,safety plan section,1,review,2026-06-27 13:28:41
SD-011464,plan section 2,1,review,2026-06-27 13:28:41
SD-011465,section 2 contract,1,review,2026-06-27 13:28:41
SD-011466,2 contract clauses,1,review,2026-06-27 13:28:41
SD-011467,contract clauses contract,1,review,2026-06-27 13:28:41
SD-011468,clauses contract clauses,1,review,2026-06-27 13:28:41
SD-011469,contract clauses addendum,1,review,2026-06-27 13:28:41
SD-011470,clauses addendum to,1,review,2026-06-27 13:28:41
SD-011471,addendum to contract,1,review,2026-06-27 13:28:41
SD-011472,to contract clauses,1,review,2026-06-27 13:28:41
SD-011473,contract clauses far,1,review,2026-06-27 13:28:41
SD-011474,clauses far and,1,review,2026-06-27 13:28:41
SD-011475,and dosar clauses,1,review,2026-06-27 13:28:41
SD-011476,dosar clauses not,1,review,2026-06-27 13:28:41
SD-011477,clauses not prescribed,1,review,2026-06-27 13:28:41
SD-011478,12 section 3,1,review,2026-06-27 13:28:41
SD-011479,section 3 solicitation,1,review,2026-06-27 13:28:41
SD-011480,3 solicitation provisions,1,review,2026-06-27 13:28:41
SD-011481,solicitation provisions solicitation,1,review,2026-06-27 13:28:41
SD-011482,provisions solicitation provisions,1,review,2026-06-27 13:28:41
SD-011483,solicitation provisions addendum,1,review,2026-06-27 13:28:41
SD-011484,provisions addendum to,1,review,2026-06-27 13:28:41
SD-011485,addendum to solicitation,1,review,2026-06-27 13:28:41
SD-011486,to solicitation provisions,1,review,2026-06-27 13:28:41
SD-011487,solicitation provisions far,1,review,2026-06-27 13:28:41
SD-011488,provisions far and,1,review,2026-06-27 13:28:41
SD-011489,12 section 4,1,review,2026-06-27 13:28:41
SD-011490,section 4 evaluation,1,review,2026-06-27 13:28:41
SD-011491,4 evaluation factors,1,review,2026-06-27 13:28:41
SD-011492,evaluation factors evaluation,1,review,2026-06-27 13:28:41
SD-011493,factors evaluation factors,1,review,2026-06-27 13:28:41
SD-011494,evaluation factors addendum,1,review,2026-06-27 13:28:41
SD-011495,factors addendum to,1,review,2026-06-27 13:28:41
SD-011496,addendum to evaluation,1,review,2026-06-27 13:28:41
SD-011497,to evaluation factors,1,review,2026-06-27 13:28:41
SD-011498,evaluation factors far,1,review,2026-06-27 13:28:41
SD-011499,factors far and,1,review,2026-06-27 13:28:41
SD-011500,12 section 5,1,review,2026-06-27 13:28:41
SD-011501,and certifications addendum,1,review,2026-06-27 13:28:41
SD-011502,certifications addendum to,1,review,2026-06-27 13:28:41
SD-011503,addendum to offeror,1,review,2026-06-27 13:28:41
SD-011504,to offeror representations,1,review,2026-06-27 13:28:41
SD-011505,offeror representations and,1,review,2026-06-27 13:28:41
SD-011506,and certifications far,1,review,2026-06-27 13:28:41
SD-011507,certifications far and,1,review,2026-06-27 13:28:41
SD-011508,part 12 sbu,1,review,2026-06-27 13:28:41
SD-011509,12 sbu contracting,1,review,2026-06-27 13:28:41
SD-011510,and acquisitions section,1,review,2026-06-27 13:28:41
SD-011511,acquisitions section 1,1,review,2026-06-27 13:28:41
SD-011512,the schedule continuation,1,review,2026-06-27 13:28:41
SD-011513,schedule continuation to,1,review,2026-06-27 13:28:41
SD-011514,continuation to sf,1,review,2026-06-27 13:28:41
SD-011515,to sf 1449,1,review,2026-06-27 13:28:41
SD-011516,sf 1449 rfq,1,review,2026-06-27 13:28:41
SD-011517,1449 rfq number,1,review,2026-06-27 13:28:41
SD-011518,rfq number 19mx5326q0043,1,review,2026-06-27 13:28:41
SD-011519,number 19mx5326q0043 block,1,review,2026-06-27 13:28:41
SD-011520,19mx5326q0043 block 20,1,review,2026-06-27 13:28:41
SD-011521,supplies services 1,1,review,2026-06-27 13:28:41
SD-011522,services 1 description,1,review,2026-06-27 13:28:41
SD-011523,1 description the,1,review,2026-06-27 13:28:41
SD-011524,description the u,1,review,2026-06-27 13:28:41
SD-011525,of contents section 1,1,review,2026-06-27 13:28:41
SD-011526,contents section 1 the,1,review,2026-06-27 13:28:41
SD-011527,1 the schedule sf,1,review,2026-06-27 13:28:41
SD-011528,the schedule sf 1449,1,review,2026-06-27 13:28:41
SD-011529,schedule sf 1449 cover,1,review,2026-06-27 13:28:41
SD-011530,1449 cover sheet block,1,review,2026-06-27 13:28:41
SD-011531,cover sheet block 20,1,review,2026-06-27 13:28:41
SD-011532,sheet block 20 schedule,1,review,2026-06-27 13:28:41
SD-011533,of supplies services block,1,review,2026-06-27 13:28:41
SD-011534,supplies services block 23,1,review,2026-06-27 13:28:41
SD-011535,services block 23 unit,1,review,2026-06-27 13:28:41
SD-011536,23 unit price attachment,1,review,2026-06-27 13:28:41
SD-011537,unit price attachment a,1,review,2026-06-27 13:28:41
SD-011538,price attachment a statement,1,review,2026-06-27 13:28:41
SD-011539,attachment a statement of,1,review,2026-06-27 13:28:41
SD-011540,statement of work attachment,1,review,2026-06-27 13:28:41
SD-011541,of work attachment b,1,review,2026-06-27 13:28:41
SD-011542,work attachment b equipment,1,review,2026-06-27 13:28:41
SD-011543,attachment b equipment list,1,review,2026-06-27 13:28:41
SD-011544,b equipment list attachment,1,review,2026-06-27 13:28:41
SD-011545,equipment list attachment c,1,review,2026-06-27 13:28:41
SD-011546,list attachment c bavak,1,review,2026-06-27 13:28:41
SD-011547,attachment c bavak test,1,review,2026-06-27 13:28:41
SD-011548,c bavak test protocol,1,review,2026-06-27 13:28:41
SD-011549,bavak test protocol specific,1,review,2026-06-27 13:28:41
SD-011550,test protocol specific to,1,review,2026-06-27 13:28:41
SD-011551,protocol specific to bavak,1,review,2026-06-27 13:28:41
SD-011552,specific to bavak speed,1,review,2026-06-27 13:28:41
SD-011553,to bavak speed gate,1,review,2026-06-27 13:28:41
SD-011554,bavak speed gate attachment,1,review,2026-06-27 13:28:41
SD-011555,speed gate attachment d,1,review,2026-06-27 13:28:41
SD-011556,gate attachment d inspection,1,review,2026-06-27 13:28:41
SD-011557,attachment d inspection report,1,review,2026-06-27 13:28:41
SD-011558,d inspection report specific,1,review,2026-06-27 13:28:41
SD-011559,inspection report specific to,1,review,2026-06-27 13:28:41
SD-011560,report specific to bavak,1,review,2026-06-27 13:28:41
SD-011561,specific to bavak speedgate,1,review,2026-06-27 13:28:41
SD-011562,to bavak speedgate attachment,1,review,2026-06-27 13:28:41
SD-011563,bavak speedgate attachment e,1,review,2026-06-27 13:28:41
SD-011564,speedgate attachment e payment,1,review,2026-06-27 13:28:41
SD-011565,attachment e payment registration,1,review,2026-06-27 13:28:41
SD-011566,e payment registration form,1,review,2026-06-27 13:28:41
SD-011567,payment registration form pesos,1,review,2026-06-27 13:28:41
SD-011568,registration form pesos attachment,1,review,2026-06-27 13:28:41
SD-011569,form pesos attachment f,1,review,2026-06-27 13:28:41
SD-011570,pesos attachment f payment,1,review,2026-06-27 13:28:41
SD-011571,attachment f payment registration,1,review,2026-06-27 13:28:41
SD-011572,f payment registration usd,1,review,2026-06-27 13:28:41
SD-011573,a bank in the,1,review,2026-06-27 13:28:41
SD-011574,bank in the united,1,review,2026-06-27 13:28:41
SD-011575,in the united states,1,review,2026-06-27 13:28:41
SD-011576,the united states attachment,1,review,2026-06-27 13:28:41
SD-011577,united states attachment g,1,review,2026-06-27 13:28:41
SD-011578,states attachment g payment,1,review,2026-06-27 13:28:41
SD-011579,attachment g payment registration,1,review,2026-06-27 13:28:41
SD-011580,g payment registration usd,1,review,2026-06-27 13:28:41
SD-011581,a bank in mexico,1,review,2026-06-27 13:28:41
SD-011582,bank in mexico attachment,1,review,2026-06-27 13:28:41
SD-011583,in mexico attachment h,1,review,2026-06-27 13:28:41
SD-011584,mexico attachment h vendor,1,review,2026-06-27 13:28:41
SD-011585,attachment h vendor portal,1,review,2026-06-27 13:28:41
SD-011586,h vendor portal registration,1,review,2026-06-27 13:28:41
SD-011587,portal registration attachment i,1,review,2026-06-27 13:28:41
SD-011588,registration attachment i safety,1,review,2026-06-27 13:28:41
SD-011589,attachment i safety plan,1,review,2026-06-27 13:28:41
SD-011590,i safety plan section,1,review,2026-06-27 13:28:41
SD-011591,safety plan section 2,1,review,2026-06-27 13:28:41
SD-011592,plan section 2 contract,1,review,2026-06-27 13:28:41
SD-011593,section 2 contract clauses,1,review,2026-06-27 13:28:41
SD-011594,2 contract clauses contract,1,review,2026-06-27 13:28:41
SD-011595,contract clauses contract clauses,1,review,2026-06-27 13:28:41
SD-011596,clauses contract clauses addendum,1,review,2026-06-27 13:28:41
SD-011597,contract clauses addendum to,1,review,2026-06-27 13:28:41
SD-011598,clauses addendum to contract,1,review,2026-06-27 13:28:41
SD-011599,addendum to contract clauses,1,review,2026-06-27 13:28:41
SD-011600,to contract clauses far,1,review,2026-06-27 13:28:41
SD-011601,contract clauses far and,1,review,2026-06-27 13:28:41
SD-011602,clauses far and dosar,1,review,2026-06-27 13:28:41
SD-011603,far and dosar clauses,1,review,2026-06-27 13:28:41
SD-011604,and dosar clauses not,1,review,2026-06-27 13:28:41
SD-011605,dosar clauses not prescribed,1,review,2026-06-27 13:28:41
SD-011606,clauses not prescribed in,1,review,2026-06-27 13:28:41
SD-011607,part 12 section 3,1,review,2026-06-27 13:28:41
SD-011608,12 section 3 solicitation,1,review,2026-06-27 13:28:41
SD-011609,section 3 solicitation provisions,1,review,2026-06-27 13:28:41
SD-011610,3 solicitation provisions solicitation,1,review,2026-06-27 13:28:41
SD-011611,solicitation provisions solicitation provisions,1,review,2026-06-27 13:28:41
SD-011612,provisions solicitation provisions addendum,1,review,2026-06-27 13:28:41
SD-011613,solicitation provisions addendum to,1,review,2026-06-27 13:28:41
SD-011614,provisions addendum to solicitation,1,review,2026-06-27 13:28:41
SD-011615,addendum to solicitation provisions,1,review,2026-06-27 13:28:41
SD-011616,to solicitation provisions far,1,review,2026-06-27 13:28:41
SD-011617,solicitation provisions far and,1,review,2026-06-27 13:28:41
SD-011618,provisions far and dosar,1,review,2026-06-27 13:28:41
SD-011619,part 12 section 4,1,review,2026-06-27 13:28:41
SD-011620,12 section 4 evaluation,1,review,2026-06-27 13:28:41
SD-011621,section 4 evaluation factors,1,review,2026-06-27 13:28:41
SD-011622,4 evaluation factors evaluation,1,review,2026-06-27 13:28:41
SD-011623,evaluation factors evaluation factors,1,review,2026-06-27 13:28:41
SD-011624,factors evaluation factors addendum,1,review,2026-06-27 13:28:41
SD-011625,evaluation factors addendum to,1,review,2026-06-27 13:28:41
SD-011626,factors addendum to evaluation,1,review,2026-06-27 13:28:41
SD-011627,addendum to evaluation factors,1,review,2026-06-27 13:28:41
SD-011628,to evaluation factors far,1,review,2026-06-27 13:28:41
SD-011629,evaluation factors far and,1,review,2026-06-27 13:28:41
SD-011630,factors far and dosar,1,review,2026-06-27 13:28:41
SD-011631,part 12 section 5,1,review,2026-06-27 13:28:41
SD-011632,12 section 5 representations,1,review,2026-06-27 13:28:41
SD-011633,representations and certifications addendum,1,review,2026-06-27 13:28:41
SD-011634,and certifications addendum to,1,review,2026-06-27 13:28:41
SD-011635,certifications addendum to offeror,1,review,2026-06-27 13:28:41
SD-011636,addendum to offeror representations,1,review,2026-06-27 13:28:41
SD-011637,to offeror representations and,1,review,2026-06-27 13:28:41
SD-011638,offeror representations and certifications,1,review,2026-06-27 13:28:41
SD-011639,representations and certifications far,1,review,2026-06-27 13:28:41
SD-011640,and certifications far and,1,review,2026-06-27 13:28:41
SD-011641,certifications far and dosar,1,review,2026-06-27 13:28:41
SD-011642,in part 12 sbu,1,review,2026-06-27 13:28:41
SD-011643,part 12 sbu contracting,1,review,2026-06-27 13:28:41
SD-011644,12 sbu contracting and,1,review,2026-06-27 13:28:41
SD-011645,contracting and acquisitions section,1,review,2026-06-27 13:28:41
SD-011646,and acquisitions section 1,1,review,2026-06-27 13:28:41
SD-011647,acquisitions section 1 the,1,review,2026-06-27 13:28:41
SD-011648,1 the schedule continuation,1,review,2026-06-27 13:28:41
SD-011649,the schedule continuation to,1,review,2026-06-27 13:28:41
SD-011650,schedule continuation to sf,1,review,2026-06-27 13:28:41
SD-011651,continuation to sf 1449,1,review,2026-06-27 13:28:41
SD-011652,to sf 1449 rfq,1,review,2026-06-27 13:28:41
SD-011653,sf 1449 rfq number,1,review,2026-06-27 13:28:41
SD-011654,1449 rfq number 19mx5326q0043,1,review,2026-06-27 13:28:41
SD-011655,rfq number 19mx5326q0043 block,1,review,2026-06-27 13:28:41
SD-011656,number 19mx5326q0043 block 20,1,review,2026-06-27 13:28:41
SD-011657,19mx5326q0043 block 20 schedule,1,review,2026-06-27 13:28:41
SD-011658,of supplies services 1,1,review,2026-06-27 13:28:41
SD-011659,supplies services 1 description,1,review,2026-06-27 13:28:41
SD-011660,services 1 description the,1,review,2026-06-27 13:28:41
SD-011661,1 description the u,1,review,2026-06-27 13:28:41
SD-011662,description the u s,1,review,2026-06-27 13:28:41
SD-011663,embassy in,1,review,2026-06-27 13:28:41
SD-011664,city requires,1,review,2026-06-27 13:28:41
SD-011665,requires preventive,1,review,2026-06-27 13:28:41
SD-011666,preventive maintenance,1,review,2026-06-27 13:28:41
SD-011667,maintenance services,1,review,2026-06-27 13:28:41
SD-011668,the anti,1,review,2026-06-27 13:28:41
SD-011669,embassy in mexico,1,review,2026-06-27 13:28:41
SD-011670,in mexico city,1,review,2026-06-27 13:28:41
SD-011671,mexico city requires,1,review,2026-06-27 13:28:41
SD-011672,city requires preventive,1,review,2026-06-27 13:28:41
SD-011673,requires preventive maintenance,1,review,2026-06-27 13:28:41
SD-011674,preventive maintenance services,1,review,2026-06-27 13:28:41
SD-011675,maintenance services for,1,review,2026-06-27 13:28:41
SD-011676,for the anti,1,review,2026-06-27 13:28:41
SD-011677,the anti climb,1,review,2026-06-27 13:28:41
SD-011678,embassy in mexico city,1,review,2026-06-27 13:28:41
SD-011679,in mexico city requires,1,review,2026-06-27 13:28:41
SD-011680,mexico city requires preventive,1,review,2026-06-27 13:28:41
SD-011681,city requires preventive maintenance,1,review,2026-06-27 13:28:41
SD-011682,requires preventive maintenance services,1,review,2026-06-27 13:28:41
SD-011683,preventive maintenance services for,1,review,2026-06-27 13:28:41
SD-011684,maintenance services for the,1,review,2026-06-27 13:28:41
SD-011685,services for the anti,1,review,2026-06-27 13:28:41
SD-011686,for the anti climb,1,review,2026-06-27 13:28:41
SD-011687,the anti climb bi,1,review,2026-06-27 13:28:41
SD-011688,services shall,1,review,2026-06-27 13:28:41
SD-011689,all systems,1,review,2026-06-27 13:28:41
SD-011690,systems being,1,review,2026-06-27 13:28:41
SD-011691,being service,1,review,2026-06-27 13:28:41
SD-011692,these services shall,1,review,2026-06-27 13:28:41
SD-011693,services shall result,1,review,2026-06-27 13:28:41
SD-011694,result in all,1,review,2026-06-27 13:28:41
SD-011695,in all systems,1,review,2026-06-27 13:28:41
SD-011696,all systems being,1,review,2026-06-27 13:28:41
SD-011697,systems being service,1,review,2026-06-27 13:28:41
SD-011698,these services shall result,1,review,2026-06-27 13:28:41
SD-011699,services shall result in,1,review,2026-06-27 13:28:41
SD-011700,shall result in all,1,review,2026-06-27 13:28:41
SD-011701,result in all systems,1,review,2026-06-27 13:28:41
SD-011702,in all systems being,1,review,2026-06-27 13:28:41
SD-011703,all systems being service,1,review,2026-06-27 13:28:41
SD-011704,code united,1,review,2026-06-27 13:28:41
SD-011705,city united,1,review,2026-06-27 13:28:41
SD-011706,city facility,1,review,2026-06-27 13:28:41
SD-011707,office facility,1,review,2026-06-27 13:28:41
SD-011708,office presa,1,review,2026-06-27 13:28:41
SD-011709,11500 presa,1,review,2026-06-27 13:28:41
SD-011710,11500 cdmx,1,review,2026-06-27 13:28:41
SD-011711,mexico cdmx,1,review,2026-06-27 13:28:41
SD-011712,mexico ciudad,1,review,2026-06-27 13:28:41
SD-011713,ciudad de,1,review,2026-06-27 13:28:41
SD-011714,de mexico,1,review,2026-06-27 13:28:41
SD-011715,by code united,1,review,2026-06-27 13:28:41
SD-011716,code united states,1,review,2026-06-27 13:28:41
SD-011717,mexico city united,1,review,2026-06-27 13:28:41
SD-011718,city united states,1,review,2026-06-27 13:28:41
SD-011719,mexico city facility,1,review,2026-06-27 13:28:41
SD-011720,city facility management,1,review,2026-06-27 13:28:41
SD-011721,management office facility,1,review,2026-06-27 13:28:41
SD-011722,office facility management,1,review,2026-06-27 13:28:41
SD-011723,management office presa,1,review,2026-06-27 13:28:41
SD-011724,office presa angostura,1,review,2026-06-27 13:28:41
SD-011725,n 11500 presa,1,review,2026-06-27 13:28:41
SD-011726,11500 presa angostura,1,review,2026-06-27 13:28:41
SD-011727,n 11500 cdmx,1,review,2026-06-27 13:28:41
SD-011728,11500 cdmx mexico,1,review,2026-06-27 13:28:41
SD-011729,cdmx mexico cdmx,1,review,2026-06-27 13:28:41
SD-011730,mexico cdmx mexico,1,review,2026-06-27 13:28:41
SD-011731,cdmx mexico ciudad,1,review,2026-06-27 13:28:41
SD-011732,mexico ciudad de,1,review,2026-06-27 13:28:41
SD-011733,ciudad de mexico,1,review,2026-06-27 13:28:41
SD-011734,administered by code united,1,review,2026-06-27 13:28:41
SD-011735,by code united states,1,review,2026-06-27 13:28:41
SD-011736,code united states embassy,1,review,2026-06-27 13:28:41
SD-011737,embassy mexico city united,1,review,2026-06-27 13:28:41
SD-011738,mexico city united states,1,review,2026-06-27 13:28:41
SD-011739,city united states embassy,1,review,2026-06-27 13:28:41
SD-011740,embassy mexico city facility,1,review,2026-06-27 13:28:41
SD-011741,mexico city facility management,1,review,2026-06-27 13:28:41
SD-011742,city facility management office,1,review,2026-06-27 13:28:41
SD-011743,facility management office facility,1,review,2026-06-27 13:28:41
SD-011744,management office facility management,1,review,2026-06-27 13:28:41
SD-011745,office facility management office,1,review,2026-06-27 13:28:41
SD-011746,facility management office presa,1,review,2026-06-27 13:28:41
SD-011747,management office presa angostura,1,review,2026-06-27 13:28:41
SD-011748,office presa angostura 225,1,review,2026-06-27 13:28:41
SD-011749,irrigaci n 11500 presa,1,review,2026-06-27 13:28:41
SD-011750,n 11500 presa angostura,1,review,2026-06-27 13:28:41
SD-011751,11500 presa angostura 225,1,review,2026-06-27 13:28:41
