issue_type,contract_number,supplier,value
zero_value,23240-160379/001/HN,CALIAN,0.0
zero_value,H3551-151634/001/WPG,West Wind Aviation,0.0
zero_value,EP916-190346/001/PQ,Grand And Toy,0.0
zero_value,EP916-190347/001/PQ,Grand And Toy,0.0
zero_value,6D063-152782/001/WPG,Felix Technology,0.0
zero_value,E60ZT-180028/071/ZT,Nr Soft,0.0
zero_value,EN578-161836/002/CW,Broadway Exporters Importers,0.0
zero_value,EN578-161836/001/CW,Tobermory Press,0.0
zero_value,EN578-121124/014/CY,Globe Awards And Promotions,0.0
zero_value,EN578-121124/013/CY,Global Rewards,0.0
zero_value,EN578-121124/012/CY,Festival Promotions,0.0
zero_value,EN578-121124/011/CY,D2K Marketing Communications,0.0
zero_value,EN578-121124/018/CY,Promocenter International,0.0
zero_value,EN578-121124/017/CY,Lorne Merkur And Sister,0.0
zero_value,EN578-121124/015/CY,Gunn Media,0.0
zero_value,EN578-121124/016/CY,Logo Central,0.0
zero_value,EN578-121124/010/CY,Cc Visual Communications,0.0
zero_value,EN578-121124/009/CY,Brymark Promotions,0.0
zero_value,EN578-121124/008/CY,Brougham Promotional Products,0.0
zero_value,EN578-121124/007/CY,Aps Antian Professional Services,0.0
zero_value,EN578-121124/006/CY,Anishinabeg Communications,0.0
zero_value,EN578-121124/005/CY,Anishinabe Printing,0.0
zero_value,EN578-121124/004/CY,Amacor Marketing,0.0
zero_value,EN578-121124/003/CY,Akran Networks,0.0
zero_value,EN578-121124/001/CY,Adventure Marketing Solutions,0.0
zero_value,EN578-121124/002/CY,Adware Promotions,0.0
zero_value,EN578-121124/024/CY,Nicholas Promotions,0.0
zero_value,EN578-121124/023/CY,Tri M Promotions,0.0
zero_value,EN578-121124/022/CY,Marco,0.0
zero_value,EN578-121124/021/CY,Spectrum Promotional Marketing,0.0
zero_value,EN578-121124/020/CY,Publicite Mbm Advertising,0.0
zero_value,EN578-121124/019/CY,Promote Me,0.0
zero_value,EN578-121124/026/CY,Promomedia Group,0.0
zero_value,EN578-121124/025/CY,Springboard Promotions,0.0
zero_value,EN578-121124/028/CY,Boost Your Brand,0.0
zero_value,EN578-121124/027/CY,Bando Promotions,0.0
zero_value,EN578-121124/029/CY,Accolade Reaction Promotion Group,0.0
zero_value,EN578-121124/030/CY,Gadar Promotions,0.0
zero_value,EN578-121124/034/CY,Daves Custom Promotions,0.0
zero_value,EN578-121124/033/CY,Laurie Artiss Pin People,0.0
zero_value,EN578-121124/032/CY,Envision Promotional Marketing,0.0
zero_value,EN578-121124/031/CY,Great West Promotions,0.0
zero_value,EN578-121124/035/CY,Cotton Candy Mississauga,0.0
zero_value,EN578-121124/036/CY,Envirobottles Promotional Products,0.0
zero_value,EN578-121124/037/CY,Embroidme Kanata,0.0
zero_value,EN578-121124/038/CY,Felix Technology,0.0
zero_value,EN578-121124/042/CY,Mccabe Promotional Advertising,0.0
zero_value,EN578-121124/041/CY,Flying Colours International,0.0
zero_value,EN578-121124/039/CY,Creations Dynamiques 1995,0.0
zero_value,EN578-121124/040/CY,Red Planet Promotions,0.0
zero_value,EN578-121124/044/CY,Staples Advantage A Division Of Corporate Express,0.0
zero_value,EN578-121124/043/CY,Big Tree Promotions,0.0
zero_value,E60ZT-180028/202/ZT,A Place For Mediation,0.0
zero_value,W0103-187282/001/VIC,Strathcona Park Lodge And Outdoor Education Centre,0.0
zero_value,E60ZT-16TSSO/015/ZT,Magnus Associates,0.0
zero_value,E60ZT-16TSSO/035/ZT,Altus Group,0.0
zero_value,EE517-141503/003/QCM,Gabriel Miller,0.0
zero_value,EE517-141505/011/QCL,Gides April,0.0
zero_value,E6MON-170003/006/MTB,Enterprise Location Dautos,0.0
zero_value,24062-170141/003/ZF,Ecole De Langues Abce Abce Language School,0.0
zero_value,E60ZT-180026/021/ZT,Nicole Chenevert Miquelon,0.0
zero_value,E60ZT-16TSSO/095/ZT,Del Pm,0.0
zero_value,E60ZT-16TSSO/081/ZT,Conversart,0.0
zero_value,F5962-121020/003/HAL,Iic Technologies,0.0
zero_value,F5962-121020/004/HAL,Geomatics Data Solutions,0.0
zero_value,F5962-121020/005/HAL,Leading Edge Geomatics,0.0
zero_value,F5962-121020/002/HAL,Aries Aviation Services,0.0
zero_value,F5962-121020/001/HAL,Fugro Geosurveys,0.0
zero_value,E60LM-160028/022/LM,Kingsway Transport,0.0
zero_value,EZ899-181315/005/TPV,Stantec Consulting Vancouver,0.0
zero_value,EZ899-181315/003/TPV,Wsp,0.0
zero_value,EZ899-181315/004/TPV,Ame Consulting Group,0.0
zero_value,EZ899-181315/001/TPV,Williams Engineering,0.0
zero_value,EZ899-181315/002/TPV,Integral Group Consulting Bc,0.0
zero_value,EN578-170432/470/EI,Mdos Consulting,0.0
zero_value,EN578-170432/471/EI,Landry Consulting,0.0
zero_value,EN578-170432/478/EI,Versatil Bpi And Solutionstat In Joint Venture,0.0
zero_value,EN578-170432/460/EI,Addmore Group,0.0
zero_value,EN578-170432/191/EI,Mwco,0.0
zero_value,EN578-170432/279/EI,Tecsis,0.0
zero_value,EN578-170432/215/EI,Openframe Technologies,0.0
zero_value,EN578-170432/185/EI,Mdos Consulting,0.0
zero_value,EN578-170432/112/EI,Flex Tech Services,0.0
zero_value,EN578-170432/007/EI,2Keys,0.0
zero_value,08324-160210/001/HP,Asc,0.0
zero_value,E60ZQ-140002/030/ZQ,Baiame Technology And Consulting,0.0
zero_value,E60ZQ-140002/007/ZQ,Fmc Professionals,0.0
zero_value,E60ZQ-140002/006/ZQ,Ernst And Young,0.0
zero_value,E60ZQ-140002/008/ZQ,IBM CANADA,0.0
zero_value,E60ZQ-140002/009/ZQ,Kpmg,0.0
zero_value,E60ZQ-140002/010/ZQ,Meyers Norris Penny,0.0
zero_value,E60ZQ-140002/011/ZQ,Murray Management Consulting,0.0
zero_value,E60ZQ-140002/012/ZQ,Orbis Risk Consulting,0.0
zero_value,E60ZQ-140002/013/ZQ,Orbis Risk Consulting Okwaho Management Resources In Joint Venture,0.0
zero_value,E60ZQ-140002/003/ZQ,Bdo,0.0
zero_value,E60ZQ-140002/002/ZQ,Altis Specialized Professional Resources And Or Altisspr And Or Altis Professional Recruitment,0.0
zero_value,E60ZQ-140002/005/ZQ,DELOITTE,0.0
zero_value,E60ZQ-140002/004/ZQ,Collins Barrow Management Consultants,0.0
zero_value,E60ZQ-140002/001/ZQ,A Hundred Answers,0.0
zero_value,E60ZQ-140002/019/ZQ,Spearhead Management,0.0
zero_value,E60ZQ-140002/018/ZQ,Samson And Associes Samson And Associates,0.0
zero_value,E60ZQ-140002/020/ZQ,Right Door Consulting And Solutions Collins Barrow Ottawa Management Consultants In Joint Venture,0.0
zero_value,E60ZQ-140002/021/ZQ,Welch,0.0
zero_value,E60ZQ-140002/017/ZQ,Raymond Chabot Grant Thornton Consulting,0.0
zero_value,E60ZQ-140002/016/ZQ,Qmr Consulting And Windreach Consulting In Joint Venture,0.0
zero_value,E60ZQ-140002/014/ZQ,PWC / PRICEWATERHOUSECOOPERS,0.0
zero_value,E60ZQ-140002/015/ZQ,Qmr Consulting And Professional Staffing,0.0
zero_value,E60ZQ-140002/022/ZQ,Windreach Consulting Services,0.0
zero_value,E60ZQ-140002/023/ZQ,Collins Barrow Edmonton,0.0
zero_value,E60ZQ-140002/024/ZQ,Matson Driscoll And Damico,0.0
zero_value,E60ZQ-140002/025/ZQ,Otus Strategic Financial Business Planning Group,0.0
zero_value,E60ZQ-140002/026/ZQ,Welch Lannick Contract Solutions,0.0
zero_value,E60ZQ-140002/027/ZQ,Aniko Consultants Samson And Associes Cpa Consultation Samson And Associates Cpa Consulting In Joint Venture,0.0
zero_value,E60ZQ-140002/028/ZQ,Cohen Hamilton Steger And,0.0
zero_value,E60ZQ-140002/029/ZQ,Marcil Lavallee,0.0
zero_value,5P300-170517/001/LS,Air Borealis,0.0
zero_value,W8476-165483/001/HP,Asc,0.0
zero_value,E60PI-18LRNG/001/PI,Skillsoft,0.0
zero_value,E60ZT-16TSSO/082/ZT,Copem Consulting,0.0
zero_value,E60ZT-16TSSO/084/ZT,Core Migration And Core It Consultants,0.0
zero_value,E60ZT-16TSSO/083/ZT,Coradix Technology Consulting,0.0
zero_value,E60ZT-16TSSO/080/ZT,Contract Community Nisha Technologies In Joint Venture,0.0
zero_value,E60ZT-16TSSO/079/ZT,Contract Community,0.0
zero_value,E60ZT-16TSSO/078/ZT,Consultation Lucen Consulting,0.0
zero_value,E60ZT-16TSSO/077/ZT,Consult Ink,0.0
zero_value,E60ZT-16TSSO/088/ZT,Csi Consulting,0.0
zero_value,E60ZT-16TSSO/086/ZT,Corporate Research Associates,0.0
zero_value,E60ZT-16TSSO/085/ZT,Coretracks,0.0
zero_value,E60ZT-16TSSO/092/ZT,Dare Hr,0.0
zero_value,E60ZT-16TSSO/091/ZT,Dalian Enterprises And Coradix Technology Consulting In Joint Venture,0.0
zero_value,E60ZT-16TSSO/090/ZT,Dale Mcmurchy Consulting,0.0
zero_value,E60ZT-16TSSO/089/ZT,Cyrus Echo,0.0
zero_value,E60ZT-16TSSO/067/ZT,Closereach,0.0
zero_value,E60ZT-16TSSO/068/ZT,C M,0.0
zero_value,E60ZT-16TSSO/065/ZT,Cistel Technology,0.0
zero_value,E60ZT-16TSSO/064/ZT,Cistech,0.0
zero_value,E60ZT-16TSSO/063/ZT,Cima Senc,0.0
zero_value,E60ZT-16TSSO/062/ZT,Cheminfo Services,0.0
zero_value,E60ZT-16TSSO/061/ZT,Cgi Information Systems And Management Consultants,0.0
zero_value,E60ZT-16TSSO/074/ZT,Congruence Coach,0.0
zero_value,E60ZT-16TSSO/076/ZT,Marcon,0.0
zero_value,E60ZT-16TSSO/075/ZT,Conoscenti Technologies,0.0
zero_value,E60ZT-16TSSO/072/ZT,Colliers Project Leaders Tiree Facility Solutions In Joint Venture,0.0
zero_value,E60ZT-16TSSO/071/ZT,Colliers Project Leaders,0.0
zero_value,E60ZT-16TSSO/070/ZT,Collective Staffing And Writing Services,0.0
zero_value,E60ZT-16TSSO/069/ZT,Cocentric Solutions,0.0
zero_value,E60ZT-16TSSO/095/ZT,Del Pm,0.0
zero_value,E60ZT-16TSSO/096/ZT,Delsys Research Group,0.0
zero_value,E60ZT-16TSSO/093/ZT,Decimal Technologies,0.0
zero_value,E60ZT-16TSSO/100/ZT,Donna Cona,0.0
zero_value,E60ZT-16TSSO/099/ZT,Dls Technology,0.0
zero_value,E60ZT-16TSSO/098/ZT,Diane Brousseau And Associates,0.0
zero_value,E60ZT-16TSSO/097/ZT,Development Partnerships Devpar,0.0
zero_value,E60ZT-16TSSO/103/ZT,Dunn Engineering,0.0
zero_value,E60ZT-16TSSO/105/ZT,Eagle Professional Resources,0.0
zero_value,E60ZT-16TSSO/109/ZT,Evaluation Personnel Selection International,0.0
zero_value,E60ZT-16TSSO/108/ZT,Etico,0.0
zero_value,E60ZT-16TSSO/107/ZT,Emerion,0.0
zero_value,E60ZT-16TSSO/106/ZT,Ellisdon,0.0
zero_value,E60ZT-16TSSO/117/ZT,Foxred Consulting,0.0
zero_value,E60ZT-16TSSO/116/ZT,Fmc Professionals,0.0
zero_value,E60ZT-16TSSO/115/ZT,Fiscal Realities Economists,0.0
zero_value,E60ZT-16TSSO/114/ZT,Ference And Consulting,0.0
zero_value,E60ZT-16TSSO/113/ZT,Facilite Informatique,0.0
zero_value,E60ZT-16TSSO/112/ZT,Excelsa Technologies Consulting,0.0
zero_value,E60ZT-16TSSO/111/ZT,Excelhr And Or Excel Information Technology Resources Excelitr And Or Excel Human Resources,0.0
zero_value,E60ZT-16TSSO/110/ZT,Evision Softsim Technologies In Joint Venture,0.0
zero_value,E60ZT-16TSSO/121/ZT,Gelder Gingras And Associates,0.0
zero_value,E60ZT-16TSSO/120/ZT,Gef Consulting,0.0
zero_value,E60ZT-16TSSO/119/ZT,Gastops,0.0
zero_value,E60ZT-16TSSO/118/ZT,Gba Development And Project Management,0.0
zero_value,E60ZT-16TSSO/125/ZT,Gps Global Professional Services,0.0
zero_value,E60ZT-16TSSO/124/ZT,Goss Gilroy,0.0
zero_value,E60ZT-16TSSO/123/ZT,Global Advantage Consulting,0.0
zero_value,E60ZT-16TSSO/122/ZT,Gevity Consulting Gevity Conseil,0.0
zero_value,E60ZT-16TSSO/150/ZT,Intergroup Consultants,0.0
zero_value,E60ZT-16TSSO/149/ZT,Integra Networks,0.0
zero_value,E60ZT-16TSSO/148/ZT,Team Inround Tsps,0.0
zero_value,E60ZT-16TSSO/147/ZT,Imtc,0.0
zero_value,E60ZT-16TSSO/146/ZT,Infomagnetics Technologies,0.0
zero_value,E60ZT-16TSSO/145/ZT,Icegate Solutions,0.0
zero_value,E60ZT-16TSSO/144/ZT,IBM CANADA,0.0
zero_value,E60ZT-16TSSO/142/ZT,Ian Martin,0.0
zero_value,E60ZT-16TSSO/143/ZT,Ibiska Telecom,0.0
zero_value,E60ZT-16TSSO/141/ZT,I4C Consulting,0.0
zero_value,E60ZT-16TSSO/140/ZT,Hrsg,0.0
zero_value,E60ZT-16TSSO/139/ZT,Hubspoke,0.0
zero_value,E60ZT-16TSSO/137/ZT,Hitachi Consulting,0.0
zero_value,E60ZT-16TSSO/133/ZT,Harrington Staffing Services,0.0
zero_value,E60ZT-16TSSO/132/ZT,Hackett Consulting,0.0
zero_value,E60ZT-16TSSO/129/ZT,Intersol Group,0.0
zero_value,E60ZT-16TSSO/128/ZT,Groupe Cmi,0.0
zero_value,E60ZT-16TSSO/127/ZT,Groupe Alithya,0.0
zero_value,E60ZT-16TSSO/126/ZT,Gris Orange Consultant,0.0
zero_value,E60ZT-16TSSO/034/ZT,Altruistic Informatics Consulting,0.0
zero_value,E60ZT-16TSSO/033/ZT,Altis Human Resources Ottawa Excel Human Resources And Altis Human Resources In Joint Venture,0.0
zero_value,E60ZT-16TSSO/032/ZT,Altis Specialized Professional Resources And Or Altisspr And Or Altis Professional Recruitment,0.0
zero_value,E60ZT-16TSSO/031/ZT,Alcea Technologies,0.0
zero_value,E60ZT-16TSSO/030/ZT,Agriteam Consulting,0.0
zero_value,E60ZT-16TSSO/029/ZT,Aem Human Resources Consulting,0.0
zero_value,E60ZT-16TSSO/028/ZT,Aecom,0.0
zero_value,E60ZT-16TSSO/043/ZT,Bdo,0.0
zero_value,E60ZT-16TSSO/042/ZT,Bbg Management,0.0
zero_value,E60ZT-16TSSO/041/ZT,Azur Hr,0.0
zero_value,E60ZT-16TSSO/040/ZT,Averna Technologies,0.0
zero_value,E60ZT-16TSSO/039/ZT,Auguste Solutions And Associates,0.0
zero_value,E60ZT-16TSSO/038/ZT,Artemp Personnel Services,0.0
zero_value,E60ZT-16TSSO/036/ZT,Amita,0.0
zero_value,E60ZT-16TSSO/060/ZT,Cbre,0.0
zero_value,E60ZT-16TSSO/058/ZT,Cathexis Consulting,0.0
zero_value,E60ZT-16TSSO/057/ZT,Carolyn Leahy,0.0
zero_value,E60ZT-16TSSO/056/ZT,Canadian And International Project Management Shanoma Technology In Joint Venture,0.0
zero_value,E60ZT-16TSSO/055/ZT,CALIAN,0.0
zero_value,E60ZT-16TSSO/054/ZT,Cache Consulting,0.0
zero_value,E60ZT-16TSSO/053/ZT,C B Z,0.0
zero_value,E60ZT-16TSSO/052/ZT,C M S Human Resources Consultants,0.0
zero_value,E60ZT-16TSSO/051/ZT,Burntedge,0.0
zero_value,E60ZT-16TSSO/050/ZT,Bridgetown Consulting,0.0
zero_value,E60ZT-16TSSO/049/ZT,Breckenhill,0.0
zero_value,E60ZT-16TSSO/048/ZT,Bp And M Consulting,0.0
zero_value,E60ZT-16TSSO/047/ZT,Boeing Operations,0.0
zero_value,E60ZT-16TSSO/046/ZT,Beyond Technologies Consulting,0.0
zero_value,E60ZT-16TSSO/045/ZT,Bevertec Cst,0.0
zero_value,E60ZT-16TSSO/044/ZT,Belham Pds,0.0
zero_value,E60ZT-16TSSO/014/ZT,Grey Oak Consulting,0.0
zero_value,E60ZT-16TSSO/012/ZT,Tap Strategy And Hr Consulting,0.0
zero_value,E60ZT-16TSSO/013/ZT,Lro Staffing,0.0
zero_value,E60ZT-16TSSO/019/ZT,Acf Associates,0.0
zero_value,E60ZT-16TSSO/018/ZT,Access Corporate Technologies,0.0
zero_value,E60ZT-16TSSO/017/ZT,Anet Solutions,0.0
zero_value,E60ZT-16TSSO/016/ZT,A Hundred Answers,0.0
zero_value,E60ZT-16TSSO/021/ZT,Action Personnel Of Ottawa Hull,0.0
zero_value,E60ZT-16TSSO/020/ZT,Acosys Consulting Services,0.0
zero_value,E60ZT-16TSSO/023/ZT,Adga Group Consultants,0.0
zero_value,E60ZT-16TSSO/022/ZT,Adecco Employment Services Services De Placement Adecco,0.0
zero_value,E60ZT-16TSSO/027/ZT,Advisorontrack,0.0
zero_value,E60ZT-16TSSO/026/ZT,Adrm Technology Consulting Group And Randstad Interim Joint Venture,0.0
zero_value,E60ZT-16TSSO/025/ZT,Adrmtec,0.0
zero_value,E60ZT-16TSSO/024/ZT,Adirondack Information Management Aim Group In Joint Venture,0.0
zero_value,E60ZT-16TSSO/002/ZT,1092009 Ontario,0.0
zero_value,E60ZT-16TSSO/001/ZT,Dynamic Personnel Consultants,0.0
zero_value,E60ZT-16TSSO/011/ZT,Createch Group,0.0
zero_value,E60ZT-16TSSO/010/ZT,Gsi International Consulting Group,0.0
zero_value,E60ZT-16TSSO/009/ZT,4Plan Consulting,0.0
zero_value,E60ZT-16TSSO/008/ZT,Setaside Solutions Aboriginal Joint Venture,0.0
zero_value,E60ZT-16TSSO/007/ZT,Ideaconnect Marketing And Communications,0.0
zero_value,E60ZT-16TSSO/006/ZT,Cla Personnel,0.0
zero_value,E60ZT-16TSSO/005/ZT,2261271 Ontario,0.0
zero_value,E60ZT-16TSSO/004/ZT,Environmental And Management Consultant,0.0
zero_value,E60ZT-16TSPS/457/ZT,7551444,0.0
zero_value,E60ZT-16TSPS/385/ZT,4Forward,0.0
zero_value,E60ZT-16TSPS/386/ZT,6137318,0.0
zero_value,E60ZT-16TSPS/387/ZT,Avenai,0.0
zero_value,E60ZT-16TSPS/388/ZT,Bell Browne Molnar And Delicate Consulting,0.0
zero_value,E60ZT-16TSPS/389/ZT,Beva Global Management Or Beva,0.0
zero_value,E60ZT-16TSPS/390/ZT,Clariti Group,0.0
zero_value,E60ZT-16TSPS/391/ZT,Colligo Consulting,0.0
zero_value,E60ZT-16TSPS/392/ZT,Corporate Streamlining,0.0
zero_value,E60ZT-16TSPS/393/ZT,David Redmond And Associates,0.0
zero_value,E60ZT-16TSPS/394/ZT,Dig Insights,0.0
zero_value,E60ZT-16TSPS/395/ZT,Dillon Consulting,0.0
zero_value,E60ZT-16TSPS/396/ZT,Directions Evidence And Policy Research Group,0.0
zero_value,E60ZT-16TSPS/397/ZT,Eperformance,0.0
zero_value,E60ZT-16TSPS/451/ZT,Fast Track Staffing,0.0
zero_value,E60ZT-16TSPS/428/ZT,Delphi Group,0.0
zero_value,E60ZT-16TSPS/429/ZT,Bourk Software Development,0.0
zero_value,E60ZT-16TSPS/430/ZT,Onpar Solutions,0.0
zero_value,E60ZT-16TSPS/431/ZT,Accelerating Sustainability Events Management,0.0
zero_value,E60ZT-16TSPS/433/ZT,C Level Executive Solutions,0.0
zero_value,E60ZT-16TSPS/434/ZT,Cae,0.0
zero_value,E60ZT-16TSPS/435/ZT,Cim Conseil En Immobilisation Et Management,0.0
zero_value,E60ZT-16TSPS/427/ZT,Asc Group,0.0
zero_value,E60ZT-16TSPS/057/ZT,Bdo,0.0
zero_value,E60ZT-16TSPS/058/ZT,Belham Pds,0.0
zero_value,E60ZT-16TSPS/059/ZT,Bevertec Cst,0.0
zero_value,E60ZT-16TSPS/060/ZT,Beyond Technologies Consulting,0.0
zero_value,E60ZT-16TSPS/061/ZT,Blue Water Sourcing,0.0
zero_value,E60ZT-16TSPS/062/ZT,Bmt Fleet Technology,0.0
zero_value,E60ZT-16TSPS/063/ZT,Boeing Operations,0.0
zero_value,E60ZT-16TSPS/064/ZT,Bombardier Specialized Aircraft,0.0
zero_value,E60ZT-16TSPS/065/ZT,Bp And M Consulting,0.0
zero_value,E60ZT-16TSPS/066/ZT,Breckenhill,0.0
zero_value,E60ZT-16TSPS/067/ZT,Bridgetown Consulting,0.0
zero_value,E60ZT-16TSPS/068/ZT,Burntedge,0.0
zero_value,E60ZT-16TSPS/069/ZT,C M S Human Resources Consultants,0.0
zero_value,E60ZT-16TSPS/070/ZT,C B Z,0.0
zero_value,E60ZT-16TSPS/071/ZT,Cache Consulting,0.0
zero_value,E60ZT-16TSPS/055/ZT,Babcock,0.0
zero_value,E60ZT-16TSPS/056/ZT,Bbg Management,0.0
zero_value,E60ZT-16TSPS/074/ZT,Cdci Research,0.0
zero_value,E60ZT-16TSPS/072/ZT,CALIAN,0.0
zero_value,E60ZT-16TSPS/073/ZT,Canadian And International Project Management Shanoma Technology In Joint Venture,0.0
zero_value,E60ZT-16TSPS/075/ZT,Careway,0.0
zero_value,E60ZT-16TSPS/076/ZT,Carey Stevens And Associates,0.0
zero_value,E60ZT-16TSPS/077/ZT,Carolyn Leahy,0.0
zero_value,E60ZT-16TSPS/078/ZT,Cathexis Consulting,0.0
zero_value,E60ZT-16TSPS/079/ZT,Cbcl,0.0
zero_value,E60ZT-16TSPS/080/ZT,Cbre,0.0
zero_value,E60ZT-16TSPS/082/ZT,Cgi Information Systems And Management Consultants,0.0
zero_value,E60ZT-16TSPS/083/ZT,Chazey Partners,0.0
zero_value,E60ZT-16TSPS/084/ZT,Cheminfo Services,0.0
zero_value,E60ZT-16TSPS/085/ZT,Cima Senc,0.0
zero_value,E60ZT-16TSPS/089/ZT,Closereach,0.0
zero_value,E60ZT-16TSPS/090/ZT,C M,0.0
zero_value,E60ZT-16TSPS/091/ZT,Cocentric Solutions,0.0
zero_value,E60ZT-16TSPS/092/ZT,Collective Staffing And Writing Services,0.0
zero_value,E60ZT-16TSPS/093/ZT,Colliers Project Leaders,0.0
zero_value,E60ZT-16TSPS/086/ZT,Cistech,0.0
zero_value,E60ZT-16TSPS/087/ZT,Cistel Technology,0.0
zero_value,E60ZT-16TSPS/094/ZT,Colliers Project Leaders Tiree Facility Solutions In Joint Venture,0.0
zero_value,E60ZT-16TSPS/095/ZT,Confluence Consulting,0.0
zero_value,E60ZT-16TSPS/096/ZT,Confluence Consulting Mcconnell Hr Consulting In Joint Venture,0.0
zero_value,E60ZT-16TSPS/097/ZT,Congruence Coach,0.0
zero_value,E60ZT-16TSPS/098/ZT,Conoscenti Technologies,0.0
zero_value,E60ZT-16TSPS/099/ZT,Marcon,0.0
zero_value,E60ZT-16TSPS/100/ZT,Consult Ink,0.0
zero_value,E60ZT-16TSPS/101/ZT,Consultation Lucen Consulting,0.0
zero_value,E60ZT-16TSPS/102/ZT,Contract Community,0.0
zero_value,E60ZT-16TSPS/103/ZT,Contract Community Nisha Technologies In Joint Venture,0.0
zero_value,E60ZT-16TSPS/114/ZT,Dare Hr,0.0
zero_value,E60ZT-16TSPS/115/ZT,Decimal Technologies,0.0
zero_value,E60ZT-16TSPS/116/ZT,DELOITTE,0.0
zero_value,E60ZT-16TSPS/117/ZT,Del Pm,0.0
zero_value,E60ZT-16TSPS/118/ZT,Delsys Research Group,0.0
zero_value,E60ZT-16TSPS/119/ZT,Development Partnerships Devpar,0.0
zero_value,E60ZT-16TSPS/120/ZT,Diane Brousseau And Associates,0.0
zero_value,E60ZT-16TSPS/121/ZT,Dls Technology,0.0
zero_value,E60ZT-16TSPS/122/ZT,Donna Cona,0.0
zero_value,E60ZT-16TSPS/123/ZT,Dpra,0.0
zero_value,E60ZT-16TSPS/125/ZT,Dunn Engineering,0.0
zero_value,E60ZT-16TSPS/126/ZT,Dunton Rainville Sencrl,0.0
zero_value,E60ZT-16TSPS/127/ZT,Durivage Management Solutions,0.0
zero_value,E60ZT-16TSPS/128/ZT,Eagle Professional Resources,0.0
zero_value,E60ZT-16TSPS/129/ZT,Eclipsys Solutions,0.0
zero_value,E60ZT-16TSPS/130/ZT,Dbs International,0.0
zero_value,E60ZT-16TSPS/135/ZT,Ernst And Young,0.0
zero_value,E60ZT-16TSPS/136/ZT,Etico,0.0
zero_value,E60ZT-16TSPS/137/ZT,Evaluation Personnel Selection International,0.0
zero_value,E60ZT-16TSPS/138/ZT,Evision Softsim Technologies In Joint Venture,0.0
zero_value,E60ZT-16TSPS/139/ZT,Excelhr And Or Excel Information Technology Resources Excelitr And Or Excel Human Resources,0.0
zero_value,E60ZT-16TSPS/140/ZT,Excelsa Technologies Consulting,0.0
zero_value,E60ZT-16TSPS/141/ZT,Facilite Informatique,0.0
zero_value,E60ZT-16TSPS/142/ZT,Ference And Consulting,0.0
zero_value,E60ZT-16TSPS/109/ZT,Cpcs Transcom,0.0
zero_value,E60ZT-16TSPS/107/ZT,Core Migration And Core It Consultants,0.0
zero_value,E60ZT-16TSPS/108/ZT,Coretracks,0.0
zero_value,E60ZT-16TSPS/104/ZT,Conversart,0.0
zero_value,E60ZT-16TSPS/105/ZT,Copem Consulting,0.0
zero_value,E60ZT-16TSPS/106/ZT,Coradix Technology Consulting,0.0
zero_value,E60ZT-16TSPS/110/ZT,Csi Consulting,0.0
zero_value,E60ZT-16TSPS/111/ZT,Cyrus Echo,0.0
zero_value,E60ZT-16TSPS/112/ZT,Dale Mcmurchy Consulting,0.0
zero_value,E60ZT-16TSPS/113/ZT,Dalian Enterprises And Coradix Technology Consulting In Joint Venture,0.0
zero_value,E60ZT-16TSPS/131/ZT,Econotec,0.0
zero_value,E60ZT-16TSPS/132/ZT,Et Jackson And Associates,0.0
zero_value,E60ZT-16TSPS/133/ZT,Ellisdon,0.0
zero_value,E60ZT-16TSPS/134/ZT,Emerion,0.0
zero_value,E60ZT-16TSPS/006/ZT,Environmental And Management Consultant,0.0
zero_value,E60ZT-16TSPS/007/ZT,2261271 Ontario,0.0
zero_value,E60ZT-16TSPS/003/ZT,1101417 Ontario Aka Careerjoy,0.0
zero_value,E60ZT-16TSPS/004/ZT,Blue Kite,0.0
zero_value,E60ZT-16TSPS/016/ZT,Tap Strategy And Hr Consulting,0.0
zero_value,E60ZT-16TSPS/017/ZT,Lro Staffing,0.0
zero_value,E60ZT-16TSPS/021/ZT,A Hundred Answers,0.0
zero_value,E60ZT-16TSPS/022/ZT,Anet Solutions,0.0
zero_value,E60ZT-16TSPS/023/ZT,ACCENTURE,0.0
zero_value,E60ZT-16TSPS/024/ZT,Access Corporate Technologies,0.0
zero_value,E60ZT-16TSPS/001/ZT,Dynamic Personnel Consultants,0.0
zero_value,E60ZT-16TSPS/002/ZT,1092009 Ontario,0.0
zero_value,E60ZT-16TSPS/008/ZT,Cla Personnel,0.0
zero_value,E60ZT-16TSPS/009/ZT,Sbm Consultants,0.0
zero_value,E60ZT-16TSPS/010/ZT,Ideaconnect Marketing And Communications,0.0
zero_value,E60ZT-16TSPS/011/ZT,D4Is Solutions,0.0
zero_value,E60ZT-16TSPS/012/ZT,Setaside Solutions Aboriginal Joint Venture,0.0
zero_value,E60ZT-16TSPS/013/ZT,4Plan Consulting,0.0
zero_value,E60ZT-16TSPS/014/ZT,Gsi International Consulting Group,0.0
zero_value,E60ZT-16TSPS/015/ZT,Createch Group,0.0
zero_value,E60ZT-16TSPS/036/ZT,Aecom,0.0
zero_value,E60ZT-16TSPS/037/ZT,Aerex Avionics Aerex Avionique,0.0
zero_value,E60ZT-16TSPS/038/ZT,Aerotek,0.0
zero_value,E60ZT-16TSPS/039/ZT,Agriteam Consulting,0.0
zero_value,E60ZT-16TSPS/040/ZT,Alcea Technologies,0.0
zero_value,E60ZT-16TSPS/041/ZT,Serco Marine,0.0
